iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
23900	1.36527	1.06818	0.656304	1.29199	1.40661	1.9509	3.28764	1.00603	1.07582	0.672406	0.76367	0.68048	0.806646	0.769825	1.03975	0.763707	0.916522	1.24437	-2.10754	1.53804	-1.46657	0.0422744	0.139072	6.16169	-2.2637	1.63383	-1.23118	-2.07727	1.54275	0.666561	-1.92733	2.00526	-3.23789	-2.35266	1.22465	-4.0398	-3.773749e+01	-3.717677e+02	-4.095052e+02
24000	0.831133	0.741413	1.11479	2.27567	1.41589	3.22371	3.19953	1.01005	1.07492	0.610023	0.657621	0.621307	0.9967	0.993695	0.450189	0.674133	0.717976	0.59479	-2.11407	0.190113	0.861654	0.371724	0.0545745	2.64575	-2.78595	-0.102985	2.02311	-1.52331	0.423831	1.62821	-1.91171	0.0969739	-0.437466	-1.78501	0.425673	0.446739	-3.727387e+01	-3.612216e+02	-3.984954e+02
24100	1.21029	0.624058	0.89333	1.73101	0.782397	2.63359	3.11413	1.06996	1.08377	0.673202	0.798392	0.597447	0.883814	0.884185	0.388386	0.373419	0.882577	0.495436	-1.73618	-0.331349	4.55654	0.307193	0.107308	3.99392	-2.15331	0.134312	2.06176	-1.05409	0.0269854	2.19678	-1.63248	-0.391052	3.56794	-2.13327	-1.04951	2.33563	-3.800046e+01	-3.527273e+02	-3.907277e+02
24200	1.84358	1.65607	1.47057	1.64949	1.10209	2.61805	3.07347	1.02998	1.11653	0.611755	0.654996	0.511886	0.788991	1.02018	0.564623	0.345469	0.948551	0.295151	-2.96542	0.897521	0.572126	0.3134	0.121952	1.11654	-2.66281	0.655368	1.54156	-1.49881	0.700067	1.38406	-2.90419	0.894972	1.41007	-1.9743	0.274806	-0.686165	-4.055334e+01	-3.596667e+02	-4.002200e+02
24300	0.368414	0.371646	0.672552	1.94076	1.03773	2.44021	3.23094	1.02954	1.10856	0.467358	0.612632	0.513324	0.985661	0.940197	0.481119	0.577657	0.766379	0.377027	-2.15425	2.14169	-0.370985	0.110522	0.179274	1.67717	-2.42998	2.71466	-0.80371	-2.05278	1.49892	0.247208	-2.31431	1.80265	0.269651	-2.1258	1.65059	-0.754947	-3.015987e+01	-3.648186e+02	-3.949785e+02
24400	0.904473	0.546207	1.03647	1.3469	1.20454	2.05012	3.13741	1.02139	1.09747	0.683022	0.8271	0.694805	0.938712	0.775303	0.785525	0.345852	0.76749	0.586818	-2.07937	2.72572	-0.852127	0.143145	0.377048	2.36047	-2.10432	2.77562	-0.995029	-1.55702	1.61797	0.371448	-2.32749	2.44536	0.677231	-1.77705	2.6538	-1.01026	-3.734706e+01	-3.582286e+02	-3.955757e+02
24500	0.761358	0.762467	1.19993	2.17628	1.35865	1.9478	3.12184	0.949919	1.1389	0.725599	0.850065	0.661379	0.75783	0.7265	0.420279	0.467697	0.860889	0.673336	-1.79058	1.28435	0.881775	0.161603	0.150384	0.719324	-2.26569	1.27806	0.80899	-1.4058	1.00219	1.14535	-2.20264	1.0441	1.67424	-1.74081	1.51108	-0.612547	-3.359550e+01	-3.528503e+02	-3.864458e+02
24600	1.9044	2.07286	0.640012	2.4162	1.23606	2.85462	3.04443	1.08466	0.945825	0.509715	0.581594	0.545577	0.654435	0.729509	0.374173	0.694732	1.00893	0.528396	-1.6787	0.733442	0.513783	0.143331	0.155389	1.53047	-2.11177	0.368214	1.48217	-1.52988	0.787473	1.22323	-1.10791	0.987523	2.13934	-1.93476	1.03217	-1.53302	-3.570065e+01	-3.653495e+02	-4.010502e+02
24700	1.12784	0.909788	0.595098	3.22616	1.16861	2.53635	2.44586	0.949872	1.10023	0.739545	0.462451	0.602766	0.760405	0.768185	0.519915	0.413974	0.965364	0.760213	-1.4121	0.781022	1.51174	0.125907	0.18834	7.3483	-1.80865	0.860244	1.40865	-1.51647	0.489556	1.41577	-1.87676	0.970071	1.74637	-1.60778	1.15281	-2.28229	-3.773576e+01	-3.609105e+02	-3.986462e+02
24800	0.468539	0.752835	1.00435	2.12265	1.06829	2.13942	2.60754	1.15615	1.09217	0.689439	0.722994	0.486671	0.674413	0.776134	0.258631	0.495028	0.858659	0.509944	-1.82522	-0.0548827	2.705	0.164224	0.348965	1.4269	-2.01051	0.284134	1.95538	-1.59059	-0.664814	2.7507	-2.29748	-0.266166	2.74822	-1.72561	-0.371477	0.0877222	-3.478005e+01	-3.558372e+02	-3.906172e+02
24900	0.948232	1.0158	0.517805	2.31946	1.80519	2.35018	2.59329	1.05934	1.26579	0.641774	0.588576	0.476392	0.829805	1.08746	0.297197	0.311702	0.726203	0.428771	-1.72122	-0.20522	3.32916	0.146398	0.167137	3.65491	-1.88821	0.209855	1.93246	-2.17614	0.107383	1.21942	-1.23825	-0.322372	3.71195	-1.49244	-1.13833	1.04082	-3.642995e+01	-3.691348e+02	-4.055647e+02
25000	0.783661	1.44522	0.750358	1.84536	1.13659	3.08893	2.58252	0.948875	1.01551	0.732635	0.596	0.450081	0.779239	0.594723	0.549103	0.459134	0.856559	0.777558	-2.20423	0.202951	1.55968	0.216563	0.122604	0.964773	-1.97107	0.257416	1.86229	-1.86835	-0.0176164	0.904945	-2.3111	0.271849	2.01817	-2.48116	-0.0313893	2.22569	-3.059951e+01	-3.617758e+02	-3.923753e+02
25100	1.7027	0.452139	0.987746	1.92054	0.741737	1.5843	3.25846	0.917756	1.12985	0.677304	0.569563	0.465742	0.718333	0.956134	0.325751	0.270153	0.807478	0.506104	-1.68092	0.638086	1.41855	0.176283	0.101275	1.90994	-2.12833	0.788066	1.28535	-1.37456	0.687201	1.19925	-2.20406	0.359514	2.68774	-1.55728	0.527098	-0.056809	-2.984482e+01	-3.598243e+02	-3.896691e+02
25200	1.37371	0.737976	1.29136	2.495	1.15704	2.37075	3.1249	1.0166	0.943622	0.607687	0.653546	0.65231	0.813976	0.63232	0.346086	0.380191	1.01869	0.336621	-1.82129	1.49025	2.47919	0.393111	0.154627	3.8979	-1.88149	0.842082	1.45901	-1.1868	1.08224	1.53556	-1.79384	1.78982	1.2172	-1.27175	1.93741	0.784228	-3.924308e+01	-3.566951e+02	-3.959382e+02
25300	0.505716	0.46686	2.04774	3.12483	1.71616	2.60853	3.13951	0.999851	1.19935	0.498502	0.866838	0.529048	0.71324	0.85489	0.483359	0.361785	0.706773	0.467707	-1.52698	0.484807	3.76794	0.113321	0.110122	4.40808	-1.94607	0.306511	1.90794	-1.73909	1.62422	0.168978	-1.43715	0.584814	2.68994	-1.4328	0.450558	0.569894	-3.909669e+01	-3.615973e+02	-4.006940e+02
25400	0.555406	0.936516	0.382399	2.69299	0.702363	3.17268	3.17398	1.02435	1.10422	0.649593	0.605344	0.595098	0.907166	0.660219	0.257821	0.383792	1.05407	0.327157	-1.97007	1.20023	1.08763	0.19011	0.174327	5.86586	-2.05338	1.51482	0.776105	-1.43019	1.56054	0.43774	-1.77194	1.09748	2.0355	-1.62603	0.842057	-3.38452	-3.611615e+01	-3.555127e+02	-3.916289e+02
25500	0.85207	1.31283	1.02252	3.25411	1.07727	2.31085	2.41601	0.882637	1.09763	0.609109	0.678346	0.422788	0.706995	0.891798	0.485901	0.588065	1.03859	0.558224	-2.82722	-0.046886	-0.281106	0.0740274	0.147204	3.46207	-2.49667	0.0928243	1.96225	-2.82926	0.151266	0.808166	-3.23279	-0.210606	0.035016	-3.03803	0.187428	2.07179	-3.451472e+01	-3.684050e+02	-4.029197e+02
25600	0.630201	0.702918	0.569316	1.71896	0.869989	2.71536	2.83984	1.1802	1.01156	0.701097	0.809193	0.586999	0.901554	0.81192	0.297691	0.534344	0.834626	0.806832	-1.96929	0.311856	1.3135	0.129909	0.216054	1.543	-2.45047	0.523379	1.08519	-1.46508	0.499921	1.24594	-2.18553	0.641838	2.45436	-2.25654	0.209709	2.29979	-3.235665e+01	-3.577241e+02	-3.900807e+02
25700	0.939951	0.627771	0.999753	1.56439	0.525762	2.89856	3.2792	1.18271	0.959883	0.618741	0.764134	0.71385	0.833063	0.754494	0.568796	0.376389	0.76958	0.548286	-2.32942	-0.706755	1.69379	0.28889	0.287422	0.794661	-2.38897	-0.440067	2.25168	-1.71758	-0.344848	2.04375	-2.71278	-0.329524	1.31679	-2.40098	-0.425159	1.65238	-3.448487e+01	-3.616282e+02	-3.961131e+02
25800	0.91987	0.473166	0.764086	1.10254	1.37714	2.65687	2.98539	1.04641	1.0614	0.663513	0.713692	0.509877	0.763054	0.773905	0.211525	0.469751	1.02688	0.539274	-2.06597	-1.88994	2.34289	0.156371	0.129264	15.0896	-2.0451	-1.7477	3.78789	-1.74556	-1.45466	3.18268	-2.60101	-1.52773	3.77439	-1.78057	-1.92528	-0.338341	-3.743956e+01	-3.584346e+02	-3.958741e+02
25900	1.14868	1.37966	0.726096	2.9515	0.809089	1.78676	2.7847	1.08191	1.1028	0.598529	0.656872	0.716597	0.705504	0.730417	0.365007	0.503771	0.615665	0.819128	-2.16115	-1.20504	0.908003	0.73214	0.0762738	2.24842	-2.5758	-1.15314	2.81821	-1.39294	-0.642443	2.80164	-2.4059	-1.23738	2.9844	-1.31921	-1.03279	1.16384	-4.081069e+01	-3.594331e+02	-4.002438e+02
26000	0.934923	0.60185	1.33012	2.96794	0.761335	2.70333	2.77352	1.10521	1.00129	0.66254	0.740275	0.749023	1.02893	0.779078	0.259087	0.454702	0.867306	0.535511	-2.2229	-1.11499	3.88551	0.168865	0.210954	1.05291	-2.62593	-1.3935	2.72691	-1.51591	-0.401293	2.44618	-2.30454	-1.27275	3.87629	-1.8764	-1.55539	4.16507	-3.473416e+01	-3.584701e+02	-3.932042e+02
26100	0.93087	2.29718	0.797225	2.74945	1.37403	2.21144	3.19834	1.05115	1.04564	0.786066	0.689572	0.505914	0.72706	0.741951	0.314529	0.627427	0.918517	0.398937	-1.95284	-0.977662	3.16111	0.270343	0.108557	1.00522	-2.2837	-1.0663	3.05721	-1.62217	-1.53952	3.43663	-2.38489	-0.748869	3.63903	-2.09538	-1.15028	2.93104	-3.299333e+01	-3.568561e+02	-3.898494e+02
26200	0.787544	0.531619	1.57192	2.11287	1.02996	1.65603	2.9322	1.24573	1.03888	0.751197	0.579729	0.44248	0.859186	0.762256	0.5008	0.349955	0.894624	0.929371	-1.98028	-1.4411	4.52527	0.371765	0.234081	3.19192	-2.05599	-1.25663	3.60539	-2.22828	-1.14386	2.22719	-2.94949	-1.73746	4.24097	-1.45656	-1.10894	2.17654	-3.740856e+01	-3.661161e+02	-4.035247e+02
26300	0.66976	0.890323	2.2352	2.18571	1.23064	2.59179	3.02672	1.00328	1.25957	0.665087	0.650015	0.430722	0.783479	0.506627	0.364799	0.476402	0.665213	0.560072	-2.03227	-1.52137	2.24533	0.347172	0.56445	1.54081	-2.24264	-1.41246	3.34096	-1.62006	-1.09274	3.0232	-1.79908	-0.762516	3.64879	-1.40123	-0.971489	2.49413	-4.025963e+01	-3.584965e+02	-3.987561e+02
26400	0.34229	0.930988	1.23187	1.47428	1.35775	3.14771	3.06813	1.0162	1.05807	0.61825	0.69366	0.522045	0.740784	0.621993	0.266592	0.328127	0.892824	0.461654	-1.05572	-1.50516	3.97812	0.500165	0.703597	1.71148	-1.9611	-1.66972	4.0944	-1.1411	-1.18417	3.29955	-2.35205	-1.29991	3.74868	-1.9991	-3.49956	2.61703	-4.393430e+01	-3.580712e+02	-4.020055e+02
26500	1.06414	0.963756	1.51285	2.96849	1.54708	3.24387	2.83938	1.11183	1.04697	0.573295	0.864471	0.445518	0.669201	0.578068	0.479898	0.579402	0.784074	0.813409	-2.64887	-2.33903	3.99748	0.0771687	0.0520191	5.95713	-2.77863	-1.98425	3.11528	-2.34861	-2.83309	3.81878	-2.62528	-2.14771	3.53831	-2.71229	-2.32863	2.4233	-3.489064e+01	-3.643303e+02	-3.992209e+02
26600	1.04562	1.32401	0.462118	1.69322	1.59384	3.07926	2.93201	1.06414	1.01216	0.588464	0.950464	0.668462	0.848154	0.736301	0.272984	0.380032	0.609452	0.693576	-2.15235	-1.56683	4.55497	0.745764	0.104769	2.08222	-2.15459	-1.40038	3.57201	-1.38803	-1.56242	3.51441	-2.92226	-1.87065	4.24826	-1.67458	-1.60687	3.05835	-3.499930e+01	-3.586522e+02	-3.936515e+02
26700	0.671104	0.605085	0.701402	1.46551	1.10212	2.58486	2.94635	1.04222	0.830503	0.573014	0.862021	0.64222	0.735059	0.51637	0.386906	0.423798	0.808558	0.618631	-2.81407	-1.36915	1.98087	0.179172	0.516212	1.34649	-2.45734	0.0149606	0.803136	-1.89345	-1.59277	3.33487	-2.67744	-1.49316	3.18042	-2.44587	-1.72342	3.06582	-3.950769e+01	-3.684063e+02	-4.079140e+02
26800	1.03564	0.991649	0.683214	1.94067	1.95885	2.78082	3.27721	1.11166	1.19155	0.620065	0.702435	0.588258	0.993709	0.793084	0.529238	0.562987	0.637261	0.94466	-2.15626	0.0328933	1.27183	0.282863	0.0626022	4.10249	-2.83413	-0.410008	-0.936157	-1.58342	-0.0149389	1.8797	-3.06083	0.116317	-3.29959	-2.0414	0.409795	0.824384	-4.291678e+01	-3.599994e+02	-4.029162e+02
26900	0.637134	1.4137	1.27014	1.18205	1.05415	1.47098	2.74468	0.919209	1.05796	0.693453	0.640434	0.718958	0.717515	0.571937	0.451131	0.642704	0.870304	0.511021	-1.07972	1.34625	1.19129	0.122437	0.0956543	1.71659	-1.68054	1.92547	0.421835	-1.33131	1.56619	1.06807	-1.28058	0.83957	2.16733	-1.27902	1.5546	-0.11133	-3.300698e+01	-3.703991e+02	-4.034060e+02
27000	1.26188	0.804176	0.608604	2.85382	1.08299	3.21841	3.28635	0.957769	1.08084	0.717323	0.765919	0.69532	0.716424	0.620682	0.490746	0.425557	0.84175	0.556179	-1.84016	0.42901	0.47176	0.271459	0.306716	0.90904	-1.88653	0.646406	1.55824	-1.03949	0.605994	1.85719	-2.04495	0.954227	1.02277	-1.86848	0.184956	-0.787546	-3.832279e+01	-3.563394e+02	-3.946622e+02
27100	0.975181	0.496408	1.07038	2.7746	1.18044	2.75178	3.01787	0.963632	1.07676	0.566842	0.734451	0.610813	0.916692	0.623395	0.253647	0.315619	0.968049	0.500141	-2.26323	-0.539882	2.22541	0.244086	0.855372	0.803422	-2.21996	-0.201897	2.33825	-1.54561	-0.297669	2.53911	-2.48209	-0.199597	2.26795	-1.64748	-2.29022	1.79341	-4.064204e+01	-3.542356e+02	-3.948777e+02
27200	0.650222	0.424956	0.953176	2.20995	1.71331	3.00433	2.74069	1.0271	0.929546	0.697737	0.614509	0.478048	0.778313	0.996601	0.551045	0.503852	0.800662	0.646393	-2.3332	-1.03023	3.02754	0.0448855	0.149758	0.643796	-2.38642	-0.536922	2.62912	-2.06284	-0.924563	2.24374	-2.68176	-0.875123	3.26242	-2.25394	-1.2256	2.62312	-3.109709e+01	-3.609930e+02	-3.920901e+02
27300	1.35499	0.760246	0.844436	2.39557	0.984023	2.31697	2.88567	0.981894	1.25375	0.548751	0.805596	0.691079	0.929456	0.670414	0.565885	0.413195	0.77193	0.465516	-1.90472	-0.7777	3.18014	0.143467	0.106984	2.16499	-2.54853	-1.42076	3.17294	-1.80666	-0.876206	2.38565	-2.29748	-1.13521	3.64754	-2.00079	-0.316146	3.09081	-3.389432e+01	-3.595302e+02	-3.934245e+02
27400	1.17546	0.564815	0.948917	1.56139	0.976752	2.78311	2.98017	1.00031	1.00691	0.712552	0.741415	0.555076	0.93069	0.570536	0.370229	0.737387	0.926463	0.447659	-1.6331	-1.24063	4.05169	0.17529	0.30657	3.36491	-1.87791	-1.0183	3.33127	-1.18485	-1.59959	3.93855	-2.12537	-1.34882	3.9437	-1.53703	-0.450917	2.19018	-3.539561e+01	-3.568021e+02	-3.921977e+02
27500	1.09205	0.651586	0.58205	2.54934	1.16374	1.49596	2.89986	1.0452	1.0263	0.771534	0.660424	0.575554	0.778938	0.82156	0.270748	0.412354	0.649502	0.615218	-1.44584	-2.12537	4.37559	0.118965	0.132872	0.707045	-1.98088	-2.06947	4.08178	-1.19762	-1.82689	4.18737	-2.25303	-1.77872	3.611	-1.6762	-2.16606	4.22191	-2.974851e+01	-3.600881e+02	-3.898366e+02
27600	1.28742	0.962361	1.19735	2.0253	0.722942	2.71443	2.97536	1.13792	1.06908	0.707158	0.54132	0.653786	0.806184	0.715492	0.549413	0.447405	0.825022	0.727298	-2.13269	-1.87011	4.5075	0.151823	0.137873	1.46858	-2.0437	-1.88045	3.98919	-1.54293	-1.90942	3.91217	-2.33651	-2.44407	4.55017	-2.43631	-1.65538	2.99034	-3.069060e+01	-3.583099e+02	-3.890005e+02
27700	1.00009	1.06529	0.78315	1.91018	1.03266	2.4935	3.27102	1.19804	1.08626	0.847715	0.721316	0.551468	0.939819	0.669985	0.391494	0.67339	0.780142	0.433949	-2.34317	-1.55225	4.54284	0.334799	0.179205	6.78725	-2.38135	-1.58956	3.49306	-1.60343	-1.20886	3.09954	-3.24726	-0.957123	1.75262	-2.27464	-1.53596	-0.751069	-4.171343e+01	-3.561297e+02	-3.978431e+02
27800	0.702609	1.06821	0.513589	2.46099	1.61535	3.28442	3.26457	1.04482	1.02932	0.615695	0.575481	0.586151	0.953846	0.556854	0.647044	0.546316	0.708316	0.708075	-1.38594	-0.933716	3.32059	0.242382	0.0975167	2.42603	-1.81852	-1.04824	2.8656	-1.11993	-0.791062	2.55408	-1.77897	-0.864677	3.96089	-1.66132	-0.861848	1.04411	-3.269226e+01	-3.576842e+02	-3.903764e+02
27900	1.03561	1.91797	1.13645	2.2109	1.00917	2.56526	2.94889	1.06201	1.10857	0.806499	0.717721	0.68563	0.72936	0.793393	0.336347	0.476929	0.73359	0.636693	-1.85533	-1.43386	4.32947	0.134253	0.134594	3.79404	-1.73918	-1.39401	3.65006	-1.96646	-1.54304	2.95336	-2.15622	-1.62803	3.96272	-1.78634	-1.64897	1.59667	-3.199619e+01	-3.581804e+02	-3.901766e+02
28000	0.618032	0.422507	0.770557	2.24836	0.651399	1.96874	3.24787	1.10458	0.993643	0.705396	0.918497	0.569621	0.877239	0.643497	0.330611	0.437514	1.00425	0.429713	-1.85228	-1.508	4.01416	0.150211	0.163964	3.91394	-2.44695	-2.09762	4.12254	-1.63163	-1.91229	4.00564	-2.58131	-2.00545	3.99953	-2.07448	-2.14365	1.11129	-3.591264e+01	-3.558407e+02	-3.917534e+02
28100	2.34807	0.754289	1.65723	1.92781	0.907252	3.26598	3.14315	1.04914	1.16925	0.600314	0.757821	0.641874	0.808504	0.97698	0.483124	0.687837	0.927221	0.348012	-2.44225	-1.50528	4.60233	0.147773	0.0822737	2.00953	-2.57352	-1.70457	3.6103	-1.82195	-1.54518	3.39391	-2.61294	-1.33723	4.22349	-2.51911	-1.77118	2.97254	-3.083140e+01	-3.617985e+02	-3.926299e+02
28200	1.38769	0.761875	1.14569	1.30962	1.13466	2.44924	3.0674	0.992112	0.987844	0.620283	0.682143	0.601454	0.827925	0.848279	0.315042	0.416863	0.678878	0.307241	-2.20764	-1.17371	3.5313	0.363468	0.186072	6.16308	-2.07271	-1.36722	3.51255	-1.03731	-0.823411	3.26869	-2.86476	-1.51762	3.32362	-2.23042	-1.13242	0.374555	-3.905308e+01	-3.570958e+02	-3.961489e+02
28300	0.710513	0.894689	0.788899	2.03515	1.39118	2.09374	2.94384	1.15682	1.17872	0.711836	0.926117	0.662187	0.913612	0.615757	0.34921	0.380962	0.856374	0.49081	-2.13799	-1.06001	3.86963	0.28296	0.183834	1.50416	-2.45721	-0.741589	2.31965	-1.72317	-1.03875	2.97092	-3.08521	-1.3227	2.10486	-1.55415	-0.715168	2.41109	-3.650856e+01	-3.568509e+02	-3.933595e+02
28400	0.951468	0.459414	1.66754	1.32828	1.42235	2.59757	2.87271	1.03773	1.15511	0.710019	0.723908	0.617827	0.790876	0.793094	0.468101	0.277106	0.78552	0.395553	-2.13336	-1.22826	3.09578	0.612658	0.154611	 2.34	-2.318	-1.35522	3.64235	-1.73649	-0.945028	2.84594	-2.38955	-1.49063	3.73757	-1.55666	-1.84128	2.33943	-3.683500e+01	-3.587525e+02	-3.955875e+02
28500	0.893204	1.40245	2.77778	1.96604	1.39758	2.73743	3.22596	0.839306	1.06922	0.597313	0.758604	0.559873	0.86462	0.659326	0.631511	0.555749	0.746543	0.557141	-1.82624	-1.50425	3.68476	0.144934	0.130121	2.55231	-1.84855	-1.29303	3.47737	-2.01066	-1.85527	3.28931	-2.10854	-1.29156	4.09072	-1.95084	-1.3673	2.98587	-3.181668e+01	-3.610170e+02	-3.928337e+02
28600	0.990714	1.05823	1.27563	2.65076	0.764191	2.98679	3.12331	1.02617	1.04811	0.571385	0.804926	0.612704	0.763181	0.952504	0.638881	0.356863	0.58151	0.700047	-2.02372	-1.36188	4.32169	0.497898	0.329876	5.73271	-2.24893	-1.01022	2.92729	-1.514	-1.62087	3.40375	-2.75149	-1.64994	3.67445	-1.41041	-0.509087	2.23738	-4.303381e+01	-3.558977e+02	-3.989315e+02
28700	0.728533	0.860594	0.682182	2.12731	0.933632	2.90565	2.42279	1.1092	1.34238	0.644212	0.75753	0.732574	0.73833	0.955311	0.306988	0.528189	1.02036	0.680414	-1.17711	-1.30696	4.55368	0.94422	0.294375	4.26505	-2.67261	-1.88766	3.06126	-1.20313	-1.19624	3.41613	-1.08979	-0.848537	4.24291	-0.47771	-1.44954	2.55696	-4.329203e+01	-3.645692e+02	-4.078612e+02
28800	0.945234	2.50761	1.09917	2.66851	1.25704	3.00998	2.74726	1.10308	1.0875	0.744083	0.626701	0.576088	0.976505	0.753835	0.463244	0.545252	0.851723	0.669339	-1.7106	-0.713604	3.22763	0.3153	0.287058	0.803673	-2.48066	-0.965916	1.82859	-1.44447	-0.953776	2.85062	-2.58915	-0.200029	2.34192	-1.33333	-1.05737	3.46615	-4.097593e+01	-3.593348e+02	-4.003107e+02
28900	0.87032	1.86945	0.434294	2.05055	1.00208	2.90053	3.06942	1.01742	1.13711	0.623177	0.841389	0.452198	0.915212	0.804004	0.345406	0.560175	0.770116	0.465632	-2.15119	-1.34927	3.56771	0.0980203	0.0701073	0.870873	-2.149	-1.27142	3.59602	-2.07161	-0.963875	2.564	-1.96267	-1.26669	3.75937	-1.71666	-1.20781	3.96941	-2.797589e+01	-3.604487e+02	-3.884246e+02
29000	0.535393	2.26255	0.987372	2.01318	0.486859	2.69519	3.19544	0.926504	1.19636	0.807467	0.730454	0.514761	0.95837	0.7959	0.385763	0.606545	0.749173	0.55871	-2.99154	-1.81265	3.87049	0.447652	0.104721	1.38851	-2.12636	-2.11496	4.02767	-1.75006	-1.89861	3.33642	-3.17102	-1.78817	4.19752	-3.13151	-1.91485	4.07492	-3.421331e+01	-3.643794e+02	-3.985927e+02
29100	0.854719	0.931853	0.920019	1.69802	0.984067	2.69934	3.1143	0.99079	1.1601	0.749794	0.530779	0.643511	0.746109	1.12809	0.278497	0.468494	0.779171	0.409269	-1.97642	-0.507999	3.40355	0.483242	0.319061	2.5564	-2.11016	-0.506961	2.61259	-1.98426	-0.826548	2.45413	-2.12417	-1.31606	3.62007	-1.59638	-1.10567	1.63167	-3.885864e+01	-3.579521e+02	-3.968107e+02
29200	1.25451	1.08759	0.62938	3.17129	0.636829	2.94509	3.12795	1.14469	1.11708	0.705439	0.63584	0.662982	0.940551	0.690695	0.439063	0.721244	0.881067	0.357747	-2.45499	-0.507369	2.88092	0.161793	0.10731	2.71724	-2.38504	-0.665823	2.6358	-2.40068	-1.07688	2.16544	-2.42995	-0.0185769	2.39688	-1.30511	-0.519822	1.74601	-3.689838e+01	-3.597607e+02	-3.966591e+02
29300	1.26612	0.771857	0.82218	1.96227	1.42002	3.142	3.24999	1.11576	1.08088	0.728188	0.727651	0.522602	0.767458	0.470692	0.390474	0.451751	0.998732	0.795438	-1.96039	0.0951766	1.04288	0.256393	0.0753859	1.56276	-1.89596	-0.0354385	1.99818	-1.62988	-0.160876	0.848861	-2.20382	-0.50239	2.96007	-1.86581	0.0429785	1.5569	-3.466275e+01	-3.614933e+02	-3.961560e+02
29400	0.467538	0.933331	1.36078	2.50185	1.05731	2.61306	3.25508	1.05376	0.964909	0.638997	0.600372	0.467122	0.938739	0.571003	0.241441	0.338625	1.00474	0.746527	-1.37367	-1.34793	2.4488	1.02425	0.140701	2.55666	-2.0951	-0.830717	2.99745	-1.43184	-0.490859	2.43871	-2.11338	-0.905173	4.04122	-1.42336	-1.34507	3.73954	-4.258394e+01	-3.570407e+02	-3.996246e+02
29500	0.381607	0.806554	0.409286	3.2507	0.908436	2.94762	2.67886	1.09011	1.07724	0.578209	0.802546	0.602359	0.841867	0.667801	0.224873	0.47747	1.04969	0.579734	-1.55427	-0.868612	4.16389	0.314437	0.0626046	1.15631	-2.13869	-1.16977	3.11475	-1.45355	-0.74121	3.13102	-2.33038	-1.0245	2.94552	-1.9765	-1.16921	3.95111	-3.119104e+01	-3.616508e+02	-3.928419e+02
29600	1.13518	0.848065	1.15619	2.83461	1.24337	2.48784	3.17809	1.01675	1.0898	0.61086	0.519607	0.619977	0.843431	0.606061	0.29533	0.470768	1.09661	0.295758	-2.0635	-1.25501	3.55967	0.483984	0.190455	1.31491	-2.58375	-1.35304	3.60001	-1.4041	-1.33444	3.38136	-2.54528	-1.03718	3.6019	-1.63247	-1.39478	2.67188	-3.462308e+01	-3.571633e+02	-3.917863e+02
29700	2.60541	1.31324	0.473479	1.61857	0.914334	1.90518	2.68015	0.990002	0.923514	0.716996	0.696726	0.519107	0.744028	0.772184	0.359004	0.483791	0.70143	0.827346	-2.37191	-1.55024	1.7611	0.231635	0.079806	2.28911	-2.69485	-1.6356	0.140471	-1.55138	-1.68976	2.77299	-3.22993	-1.2058	0.857054	-1.57361	-2.03122	3.25681	-3.798690e+01	-3.672705e+02	-4.052574e+02
29800	0.514296	0.637758	0.838614	3.00523	0.884113	3.0463	2.52522	1.04947	1.14746	0.647601	0.887464	0.705862	0.780491	0.783075	0.450094	0.580486	0.887124	0.632545	-2.56421	-2.36909	4.16703	0.162296	0.12603	1.82993	-2.57133	-2.73229	3.98785	-1.99665	-1.94324	3.67154	-3.0547	-2.41776	4.41864	-2.07066	-2.65611	2.16684	-3.244845e+01	-3.581320e+02	-3.905804e+02
29900	0.430651	0.370554	2.07713	1.7061	0.886277	2.69511	3.25296	1.07774	1.16139	0.686651	0.74597	0.588742	0.768387	0.585675	0.314542	0.463673	0.950671	0.39479	-2.04872	-1.09653	4.41751	0.164907	0.126631	6.44217	-1.85613	-1.65035	3.94145	-1.83931	-1.05077	2.67637	-2.49255	-1.12008	3.57819	-1.47204	-1.11051	2.54137	-3.309766e+01	-3.578573e+02	-3.909549e+02
