iter	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
49300	0.707998	0.78402	0.508129	3.01439	0.904816	1.96542	2.77567	1.13414	0.98787	0.759069	0.682357	0.480615	0.674928	0.808019	0.916563	1.00622	1.08614	0.0110972	-0.175943	0.585502	-0.627132	-0.437677	0.210289	-3.97201	-1.60591	-0.0260036	-0.199836	0.383362	0.434214	-0.201371	-0.470971	0.0182751	-0.028591	0.486428	-0.455553	0.119402	0.00415293	-8.35866	-1.40018	3.54947	0.269237	0.0490027	0.148042	0.0170727	0.0563253	0.134111	0.0309258	0.067195	0.0827667	0.0886371	0.185752	0.228777	0.114129	0.0866975	0.0516469	0.0820877	0.0492339	0.0743172	0.0272438	0.399221	0.0368764	2.11947	-8.8124	-1.26421	3.14687	-0.400506	0.597827	-0.408993	-0.543737	0.0199608	-3.87688	-1.70252	0.345089	-0.414402	0.0553717	-0.13109	-0.675514	-0.111567	0.0739425	0.0577818	0.681892	-0.55494	0.164464	0.0750543	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-3.97056	-1.86476	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25971	3.39267	-0.256153	0.488069	-0.958255	-0.321477	-0.127789	-3.6345	-1.34659	0.141518	-0.5002	-0.074822	0.490874	-0.590447	-0.716919	0.170116	0.348956	1.00269	-0.307867	0.243686	0.226895	-8.30867	-1.44583	4.01213	0.0861513	0.645612	-0.928964	-0.745764	-0.0394971	-3.78622	-1.69004	0.00280192	0.112784	0.209837	-0.365671	0.176546	-0.398363	-0.506625	0.142395	0.559023	-0.418433	-0.0311653	-0.253769	-1.608244e+01	-3.566336e+02	-3.727160e+02
49400	0.784293	1.14002	0.726987	1.81636	1.13298	2.06049	2.97302	0.951401	1.14008	0.748912	0.615109	0.573102	0.73114	0.982835	0.879438	0.954192	1.16991	0.0214859	-0.632794	0.436885	-0.447018	-0.365097	0.0350269	-2.84247	-1.42375	-0.00120857	-0.329091	0.233096	0.208029	-0.489039	-0.158492	-0.198601	-0.0080518	0.762878	-0.360028	-0.0144715	-0.24904	-9.09584	-1.6156	4.24883	0.0438252	0.247766	0.0917911	0.0390218	0.0733332	0.401828	0.0326251	0.0566006	0.048863	0.105502	0.208211	0.0616188	0.140273	0.108327	0.0307942	0.0625422	0.0466105	0.0629699	0.113323	0.0902469	0.176559	2.19466	-8.8124	-1.26421	3.14687	-0.400506	0.597827	-0.408992	-0.543737	0.0199604	-3.14817	-1.40254	0.345089	-0.414403	0.0553699	-0.13109	-0.675514	-0.111568	0.0739429	0.0577831	0.681892	-0.55494	0.164465	0.0750545	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-2.16751	-1.33018	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25956	3.39366	-0.256152	0.488069	-0.958255	-0.321477	-0.127789	-3.19496	-1.45403	0.141518	-0.5002	-0.0748183	0.490874	-0.590447	-0.716919	0.170116	0.348958	1.00267	-0.307767	0.243662	0.22694	-8.89323	-1.89311	3.64054	-0.762005	0.716751	-0.318949	-0.587813	-0.247216	-2.5212	-1.2846	-0.00514432	-0.524274	0.170032	0.649354	-0.989924	0.817977	-0.593919	-0.0439512	0.605049	-0.202552	-0.337915	-0.131066	-1.718168e+01	-3.530063e+02	-3.701880e+02
49500	0.622501	1.27398	0.504077	1.62129	1.0275	2.64756	2.73284	0.958165	1.13262	0.577511	0.813497	0.666732	0.679813	0.651184	0.889179	1.01342	1.26922	0.0227888	-0.634687	0.527461	-0.361297	-0.383171	0.24405	-1.58243	-1.1215	0.366119	-0.467652	-0.157047	0.276581	0.0655788	-0.835878	0.108214	0.171254	0.603155	-0.122894	-0.0365063	-0.0431842	-8.90784	-1.4857	2.76856	0.0657581	0.023722	0.185351	0.0588332	0.379141	0.0882647	0.0632897	0.041446	0.0715624	0.0634853	0.0932113	0.105817	0.0949575	0.0389007	0.0827693	0.191514	0.127659	0.186676	0.111857	0.06177	0.19988	1.59405	-8.81241	-1.26421	3.14687	-0.400505	0.597827	-0.408993	-0.543737	0.0199602	-2.17078	-1.21228	0.345089	-0.414404	0.0553703	-0.13109	-0.675514	-0.111568	0.0739429	0.0577839	0.681892	-0.55494	0.164464	0.0750546	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-1.89378	-1.08303	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25921	3.39292	-0.256152	0.488069	-0.958255	-0.321477	-0.127789	-1.5685	-0.999882	0.141518	-0.5002	-0.0748182	0.490874	-0.590447	-0.716919	0.170115	0.34896	1.00263	-0.307836	0.243655	0.227179	-8.80998	-0.985227	2.92711	-0.788116	0.539237	-0.77921	-0.119393	-0.338927	-1.31589	-0.823772	0.5218	-0.411124	-0.199947	-0.0631976	0.318069	-0.825999	-0.222241	-0.0306493	0.693914	-0.322327	-0.78913	0.00994444	-1.880124e+01	-3.602590e+02	-3.790602e+02
49600	1.00271	0.716713	1.53443	1.8556	0.658025	1.9966	3.19524	0.98781	1.04794	0.790067	0.729025	0.490138	0.779295	0.747316	0.963728	0.800262	1.1526	0.010376	-0.968217	0.508019	-0.500182	-0.320296	-0.0599089	-0.783325	-1.7292	0.403024	-0.281636	0.299401	0.194674	-0.312651	-0.0243752	0.280189	0.209567	0.631645	-0.323675	0.26569	0.0699163	-8.81882	-1.17401	3.70634	0.483025	0.0316018	0.0620725	0.0268066	0.0974649	0.186856	0.0987099	0.0634517	0.0453964	0.0576095	0.206155	0.0771873	0.120162	0.128495	0.147327	0.0824586	0.0373524	0.0799213	0.0477507	0.148476	0.0959764	0.644133	-8.8124	-1.26421	3.14687	-0.400505	0.597827	-0.408992	-0.543737	0.01996	-0.600199	-1.30084	0.345089	-0.414404	0.055369	-0.13109	-0.675514	-0.111568	0.0739437	0.0577844	0.681892	-0.554941	0.164466	0.0750547	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-0.391846	-1.76629	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25948	3.39284	-0.256153	0.488069	-0.958255	-0.321477	-0.127789	-1.11437	-2.06791	0.141518	-0.500199	-0.0748172	0.490874	-0.590447	-0.716919	0.170116	0.348963	1.00253	-0.307904	0.243699	0.227479	-8.75989	-1.15207	2.51137	-0.640243	0.733991	-0.684592	-0.304801	0.210538	-1.25004	-2.28489	0.365887	-0.299559	0.413595	0.466971	-0.275687	-0.11946	0.0770486	-0.23706	0.932005	-0.224296	-0.226923	-0.121955	-1.134159e+01	-3.527362e+02	-3.640778e+02
49700	0.443815	0.7456	0.957074	2.72889	0.996928	2.07957	3.07821	1.00133	1.11558	0.790035	0.576344	0.597774	0.726111	0.810968	1.02258	0.836011	1.21672	0.0112522	-0.459586	0.376159	-0.417316	-0.245439	0.0107027	-0.843544	-2.16109	0.149258	-0.286613	0.0942397	0.264503	-0.185984	-0.190658	0.057002	0.0741001	0.817822	-0.364168	-0.0397611	0.395656	-9.20293	-1.28063	3.70425	0.10352	0.0565477	0.0433802	0.114638	0.0409078	0.128269	0.124538	0.0626546	0.0298979	0.0692334	0.194367	0.247472	0.117514	0.0761638	0.0957168	0.113348	0.0978375	0.0621184	0.414109	0.0751996	0.166355	0.840485	-8.8124	-1.26421	3.14687	-0.400505	0.597827	-0.408992	-0.543737	0.0199595	-1.09911	-2.20672	0.345089	-0.414402	0.0553692	-0.13109	-0.675514	-0.111568	0.0739441	0.0577851	0.681892	-0.554941	0.164464	0.0750545	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-0.782188	-2.75716	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25918	3.3924	-0.256153	0.488069	-0.958255	-0.321477	-0.127789	-0.193093	-1.56118	0.141518	-0.500199	-0.0748161	0.490874	-0.590447	-0.716919	0.170116	0.348962	1.00253	-0.30776	0.243735	0.227356	-8.51533	-1.18174	2.70907	-0.544706	0.588259	-0.498114	-0.44112	-0.0922218	-0.701787	-2.14113	0.287107	-0.395901	0.0516163	0.500848	-0.92642	-0.0276004	-0.0771935	-0.120019	0.617345	-0.18999	-0.151024	-0.279327	-1.529424e+01	-3.526398e+02	-3.679341e+02
49800	1.80927	1.11922	1.31617	1.94069	1.42622	1.47993	3.17338	1.01404	1.11105	0.974955	0.55933	0.578209	0.91044	0.770451	1.10294	0.791067	1.27337	0.0102953	-0.47234	0.428692	-0.666694	-0.380509	-0.0589852	0.156749	-1.28942	0.30192	-0.18147	0.16817	-0.0361201	-0.552214	-0.235319	0.164953	0.466943	0.574533	-0.445224	0.186433	0.106185	-8.86209	-0.879289	3.84052	0.114469	0.0499244	0.0588452	0.0398073	0.989721	0.0384402	0.0739067	0.153458	0.304813	0.242038	0.233058	0.116143	0.0934469	0.372986	0.14837	0.258167	0.0621604	0.0389832	0.0677616	0.262904	0.506305	1.63353	-8.81241	-1.26421	3.14687	-0.400505	0.597827	-0.408992	-0.543736	0.0199599	0.505954	-0.97833	0.345089	-0.414401	0.0553682	-0.13109	-0.675514	-0.111569	0.0739436	0.057785	0.681892	-0.554941	0.164464	0.0750547	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.433415	-1.22336	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25979	3.39222	-0.256153	0.488069	-0.958255	-0.321477	-0.127789	0.142988	-0.767276	0.141518	-0.500199	-0.0748179	0.490874	-0.590447	-0.716919	0.170116	0.34896	1.00251	-0.307744	0.243727	0.227537	-8.17572	-0.239683	2.68345	-0.592488	0.655598	-0.503251	-0.391004	-0.111703	0.270387	-1.34536	0.642723	-0.317096	0.0986473	-0.111643	-0.343799	-0.517967	0.856235	0.241718	0.316345	-0.504348	0.0780491	0.2032	-3.466189e+01	-3.577201e+02	-3.923820e+02
49900	0.985127	1.71467	0.915775	1.86398	1.9915	2.13793	2.02043	0.96103	1.01459	0.702585	0.685222	0.768916	0.846782	0.555692	0.814883	0.810977	1.25557	0.0125003	-0.541806	0.467861	-0.635754	-0.491015	0.440074	-0.39181	-1.90767	0.0931294	-0.387315	0.108106	0.121439	-0.21908	-0.689181	0.325337	0.133065	0.857364	-0.339534	0.216642	0.294068	-8.90127	-1.51049	3.13615	0.0351434	0.0213327	0.0828932	0.152437	0.254518	0.0533098	0.0865766	0.0534463	0.158689	0.0865067	0.101708	0.105987	0.168472	0.378233	0.0536796	0.259616	0.173271	0.112355	0.052843	0.0633043	0.0690438	1.56786	-8.81241	-1.26421	3.14687	-0.400505	0.597827	-0.408993	-0.543736	0.0199604	-0.638423	-2.07416	0.345089	-0.414401	0.0553701	-0.131091	-0.675513	-0.111568	0.073944	0.0577846	0.681892	-0.554941	0.164464	0.0750547	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-0.0534778	-1.65662	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.2596	3.39114	-0.256153	0.488069	-0.958255	-0.321477	-0.127789	-0.393606	-1.77419	0.141518	-0.500199	-0.0748201	0.490874	-0.590447	-0.716919	0.170116	0.348957	1.00257	-0.307814	0.243766	0.22746	-8.84237	-1.43419	3.28746	-0.917874	0.492295	-0.629865	-0.129524	0.457695	-0.0481125	-1.59409	-0.16078	-0.77345	0.0433113	0.959397	-0.708955	-0.950353	-0.163983	-0.162141	0.426894	-0.398415	-0.246406	0.362936	-2.494537e+01	-3.583332e+02	-3.832785e+02
50000	0.760975	0.549051	1.71541	2.24981	2.0012	1.35478	2.40649	0.962249	0.982572	0.671078	0.793123	0.654958	0.844418	0.651394	1.05354	1.07035	1.30613	0.0104441	-0.64509	0.0703956	-0.436659	-0.463508	0.0608814	0.33846	-2.10601	0.524099	-0.236014	0.0442139	0.0871459	-0.361351	-0.0898095	-0.12151	0.14488	0.584885	-0.130955	0.097661	0.0472196	-8.51705	-1.4343	4.05035	0.0714554	0.130896	0.108722	0.0259591	0.137655	0.136391	0.0621446	0.244979	0.0637817	0.118464	0.051491	0.0478697	0.0864979	0.0866842	0.0552102	0.0638161	0.114891	0.072107	0.0299434	0.49652	0.113865	3.59212	-8.81241	-1.26421	3.14687	-0.400505	0.597828	-0.408993	-0.543736	0.0199603	0.255811	-2.41307	0.345089	-0.4144	0.0553702	-0.131091	-0.675513	-0.111568	0.0739439	0.057785	0.681892	-0.554941	0.164464	0.0750553	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-0.142546	-1.89328	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25955	3.3911	-0.256152	0.488069	-0.958255	-0.321477	-0.127789	-0.348611	-1.84765	0.141518	-0.500199	-0.0748195	0.490874	-0.590447	-0.716919	0.170116	0.34896	1.00253	-0.307676	0.243758	0.227459	-8.33416	-1.67402	2.28049	-0.521008	0.512263	-0.911426	-0.494764	0.0870999	0.665235	-2.00342	0.706493	-0.495308	0.244599	0.374116	-0.390376	0.164112	0.0232261	0.108178	0.99521	-0.271213	-0.109721	-0.0693092	-1.658252e+01	-3.549540e+02	-3.715365e+02
50100	0.629735	0.499158	2.04556	1.8052	0.96598	1.93025	2.46368	0.923116	1.27344	0.688221	0.844113	0.746592	0.773711	1.09074	1.00151	0.977923	1.43369	0.0106101	-0.800753	0.708892	-0.668786	-0.213894	-0.196451	0.926687	-3.24573	0.254348	-0.101225	-0.114379	0.334841	-0.373406	-0.0913454	0.214045	-0.0620182	0.736445	0.0140112	0.443444	0.325088	-9.20951	-1.29475	4.20072	0.168744	0.0870128	0.132524	0.124776	0.201034	0.0831585	0.05914	0.15132	0.105754	0.101276	0.0772441	0.0681134	0.0856562	0.0294965	0.136607	0.0528348	0.0746597	0.153866	0.0987805	0.369539	0.263192	9.92504	-8.81241	-1.26421	3.14687	-0.400505	0.597828	-0.408993	-0.543736	0.0199601	0.895586	-3.51468	0.345089	-0.414401	0.0553708	-0.131091	-0.675511	-0.111567	0.0739437	0.0577848	0.681893	-0.554941	0.164465	0.0750555	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.878577	-3.30818	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25929	3.39159	-0.256152	0.488069	-0.958255	-0.321477	-0.127789	0.675131	-3.35864	0.141518	-0.500199	-0.0748219	0.490874	-0.590447	-0.71692	0.170116	0.348962	1.00256	-0.3077	0.243707	0.22743	-9.12501	-1.08711	3.50928	-1.18404	0.607233	-0.953416	-0.706147	-0.498752	0.66439	-3.18074	0.95474	0.101681	0.108218	0.141447	-0.404844	-0.860479	0.180966	-0.136075	0.764741	-0.38685	-0.110894	0.0707314	-3.154904e+01	-3.589315e+02	-3.904805e+02
50200	0.872958	1.74685	0.901827	1.08443	1.20872	2.56829	3.25514	0.995499	1.09974	0.556137	0.774548	0.544771	0.85488	0.674086	0.956057	0.8015	1.2279	0.0102934	-0.371589	0.359946	-0.478684	-0.437887	-0.120925	0.897718	-0.182801	0.472311	-0.318013	0.283864	0.121497	-0.33397	-0.215402	0.393269	-0.338314	0.657409	-0.103484	0.155242	0.136466	-9.06327	-1.10875	4.24246	0.0614911	0.0571573	0.0426659	0.0465229	0.205504	0.0683783	0.97775	0.0575855	0.0430487	0.0954592	0.126082	0.206545	0.0504087	0.165463	0.0967229	0.051487	0.236595	0.023373	0.0665931	0.0491961	0.131625	1.21715	-8.81241	-1.26421	3.14687	-0.400505	0.597828	-0.408993	-0.543737	0.0199608	0.463947	-1.83295	0.345089	-0.414401	0.0553708	-0.131091	-0.675512	-0.111566	0.0739429	0.0577845	0.681893	-0.55494	0.164464	0.0750556	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.763495	0.610559	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25899	3.39134	-0.256152	0.488069	-0.958256	-0.321477	-0.127789	0.948673	2.51697	0.141518	-0.500199	-0.0748223	0.490874	-0.590447	-0.71692	0.170116	0.348966	1.00257	-0.307712	0.243728	0.227396	-8.92097	-0.480817	3.94251	-0.222654	0.392813	-0.623389	-0.382936	0.221926	1.0304	-1.18926	0.898244	-0.266508	0.89007	-0.143057	-0.374479	-0.0316726	0.673984	-0.491883	0.645435	-0.209021	0.148248	-0.215449	-2.648181e+01	-3.534900e+02	-3.799718e+02
50300	0.842349	1.17012	1.81498	2.65979	1.38823	3.20579	2.1672	1.05191	1.04406	0.522266	0.519892	0.482342	0.663962	0.86298	1.06275	0.767065	1.30335	0.01238	-0.314913	0.429316	-0.197271	-0.294321	0.0931631	1.01264	-1.3365	0.0748481	-0.20946	0.187427	-0.238762	-0.0295265	-0.485441	0.156354	0.174636	0.381658	-0.548287	0.0274401	0.109183	-9.06926	-0.911197	1.98798	0.409536	0.0689231	0.231198	0.0685226	0.104802	0.260836	0.103101	0.0668115	0.0475281	0.0315046	0.0858776	0.311646	0.0365608	0.0355078	0.0884388	0.234875	0.118039	0.0305245	0.0381169	0.284806	0.124498	4.80549	-8.81241	-1.26421	3.14687	-0.400505	0.597827	-0.408993	-0.543737	0.0199603	0.842165	-1.24723	0.345089	-0.414401	0.0553699	-0.131092	-0.675513	-0.111567	0.0739429	0.0577841	0.681893	-0.554941	0.164465	0.0750561	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.652605	-0.864198	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.2587	3.39152	-0.256152	0.488069	-0.958256	-0.321477	-0.127789	1.2675	-1.39985	0.141518	-0.500198	-0.0748229	0.490874	-0.590447	-0.71692	0.170116	0.348969	1.00259	-0.30773	0.243692	0.227291	-8.64018	-0.469774	2.5294	-0.936514	0.467104	-0.829017	-0.227545	0.637774	1.27399	-1.52871	0.401952	-0.287222	0.145703	-0.101293	-0.108431	-0.293714	0.28544	0.144157	0.146755	-0.326423	0.0357951	0.0844837	-2.682783e+01	-3.594244e+02	-3.862523e+02
50400	0.523538	0.926767	1.82316	2.64093	1.57315	2.92984	3.2841	0.97765	1.29682	0.561599	0.611239	0.628628	0.868012	0.789617	1.16998	0.978405	1.11869	0.010203	-0.743056	0.449517	-0.575314	-0.429015	-0.195756	-0.702238	-2.47367	0.257543	-0.621323	0.0856452	0.0106396	-0.740002	-0.330161	0.0549451	-0.114504	0.804955	-0.474521	0.001823	-0.0605564	-8.8454	-1.29631	3.8949	0.191063	0.0530572	0.0761037	0.115059	0.127169	0.211229	0.069675	0.0366909	0.117135	0.0992336	0.153561	0.107186	0.12895	0.10436	0.0963561	0.0579336	0.182248	0.0950693	0.0702809	0.0527923	0.0786773	2.23129	-8.81241	-1.26421	3.14687	-0.400504	0.597826	-0.408993	-0.543736	0.0199602	-0.226598	-2.94107	0.345089	-0.414401	0.0553696	-0.131091	-0.675513	-0.111567	0.0739429	0.0577857	0.681892	-0.554941	0.164465	0.0750563	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	-1.15833	-2.69706	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380355	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25836	3.39129	-0.256152	0.488069	-0.958255	-0.321477	-0.127789	-0.225171	-2.26323	0.141518	-0.500199	-0.0748206	0.490874	-0.590447	-0.71692	0.170116	0.348967	1.00261	-0.307735	0.243696	0.227302	-8.66514	-1.36117	2.63697	-0.61616	0.78786	-0.470134	0.207072	-0.233445	-0.963427	-2.20894	0.0877721	-0.623476	-0.0667659	0.309176	-0.338635	-0.783448	-0.339078	-0.188225	0.74013	-0.805666	0.0980566	-0.0108109	-1.792416e+01	-3.564332e+02	-3.743574e+02
50500	1.11402	0.699797	0.438624	2.20458	1.17376	2.28309	3.25993	1.14737	1.17275	0.602239	0.821791	0.653656	0.892865	0.871538	0.747574	0.802176	1.12853	0.01441	-0.450569	0.544526	-0.416161	-0.301917	0.187719	0.35783	-3.03753	0.370575	-0.30711	0.0873677	0.142673	-0.0653157	-0.396765	0.182055	0.301299	0.674037	-0.238003	-0.0530253	0.111118	-8.92118	-1.17754	2.74969	1.05427	0.0783477	0.0531087	0.084238	0.0368568	0.134012	0.0687699	0.0490243	0.104093	0.049155	0.0872498	0.531314	0.0492825	0.112649	0.15646	0.116811	0.05339	0.154915	0.04869	0.0575388	0.131699	3.24008	-8.81241	-1.26421	3.14687	-0.400504	0.597826	-0.408993	-0.543737	0.0199598	1.18458	-3.02189	0.345089	-0.4144	0.0553689	-0.131091	-0.675514	-0.111568	0.0739427	0.0577867	0.681893	-0.554941	0.164465	0.0750563	-8.97697	-1.44848	3.4832	-0.942932	0.673501	-0.293192	-0.560417	0.596758	0.280747	-2.87548	0.308966	-0.125622	0.424202	0.177278	-0.0279524	-0.380354	0.0568513	-0.137282	0.717417	-0.257063	0.255729	-0.0078	-8.78025	-1.25882	3.39151	-0.256152	0.488069	-0.958256	-0.321477	-0.127789	0.146804	-3.15289	0.141518	-0.500199	-0.0748162	0.490874	-0.590447	-0.71692	0.170116	0.348964	1.00269	-0.30773	0.243633	0.227185	-8.91941	-1.5879	2.90012	-0.446261	0.262301	-0.50912	-0.494865	-0.224886	-0.0134525	-3.13495	0.585485	-0.665321	-0.190211	-0.438728	0.00183828	-0.123083	0.322572	-0.192478	0.552163	0.056138	0.0408182	-0.077585	-2.108247e+01	-3.561235e+02	-3.772060e+02
