iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnkTSD(1)	M_lnkAS(1)	M_lnkAD(1)	M_lnVMaxC(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISOx(1)	M_lnISTCA(1)	M_lnISConj(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnkTSD(1)	V_lnkAS(1)	V_lnkAD(1)	V_lnVMaxC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISOx(1)	V_lnISTCA(1)	V_lnISConj(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnkTSD(1.1)	lnkAS(1.1)	lnkAD(1.1)	lnVMaxC(1.1)	lnVMaxDCVGC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnkTSD(1.2)	lnkAS(1.2)	lnkAD(1.2)	lnVMaxC(1.2)	lnVMaxDCVGC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnkTSD(1.3)	lnkAS(1.3)	lnkAD(1.3)	lnVMaxC(1.3)	lnVMaxDCVGC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnkTSD(1.4)	lnkAS(1.4)	lnkAD(1.4)	lnVMaxC(1.4)	LnPrior	LnData	LnPosterior
106300	2.52905	2.05484	2.3182	3.26616	0.624352	1.21184	0.584788	1.2823	0.491522	1.896	2.9838	0.0946688	0.831221	0.757782	0.575684	0.221494	0.771169	0.553184	0.313831	0.484599	0.539537	0.0196462	0.574242	-0.55676	1.06523	-0.729678	-0.88245	-1.4505	-0.415505	4.33285	3.63033	0.157078	0.110843	-4.86067	-3.96173	1.60861	-5.66003	-0.398279	-4.16507	-0.49499	-3.62187	3.9087	2.93563	-0.357199	0.0269454	0.060245	0.38381	0.0988311	0.159034	0.0915787	0.0383745	1.38372	1.08571	3.64684	0.32212	0.136614	0.110544	0.32403	0.285587	0.0629352	1.17707	2.36658	2.36755	3.42151	2.32471	4.02083	-5.48561	-3.98183	2.74175	-6.6324	-0.501112	2.3865	3.82201	-3.62961	0.542027	-0.630605	2.13547	-0.577269	-0.546523	-1.81781	-0.510003	3.09205	4.33143	0.401628	-0.363598	-5.05355	-4.23	0.691454	-4.89353	-0.219669	3.93235	2.88744	-0.259811	0.495088	-0.59892	1.3561	-0.90698	-0.511272	-1.26797	-0.296918	3.85284	3.41039	-1.78008	-0.514843	-3.98954	-4.47403	1.17391	-4.99934	-0.063737	3.26204	2.61185	-0.532932	0.704874	-0.916352	0.694281	-0.194176	-0.678001	-1.13127	-0.590562	2.63543	2.14903	-1.4606	0.0119216	-4.78914	-3.24602	1.2871	-4.73837	-0.230242	3.64296	2.48618	0.390144	0.471475	-0.784496	0.695777	-0.705671	-0.872724	-1.30291	-0.333321	4.70069	3.5742	-4.3845	-0.693379	-1.243259e+02	-2.420336e+02	-3.663595e+02
106400	3.13351	1.83694	0.6039	1.57299	0.308634	0.707879	0.0290418	1.19559	0.891814	1.68012	1.13777	0.0973596	0.831477	0.625694	0.750853	0.593788	0.765653	0.607122	0.435268	0.513337	0.810646	0.022941	0.810862	0.124139	-0.65052	-1.59286	-1.10327	-1.54936	-0.585441	1.84041	2.90831	-2.70971	0.92765	-5.2447	-3.07792	1.37534	-5.85058	0.680384	-4.58595	-0.973077	-2.28178	4.4313	3.11592	-1.45317	0.0502807	2.17853	0.443202	0.145128	0.0698493	0.103201	0.0996104	1.05496	1.5561	7.44734	0.984178	0.306967	0.149924	0.0739272	0.287169	0.150249	3.01853	7.07624	1.84646	1.7984	6.27156	1.05063	-5.6623	-2.83686	1.61952	-6.82409	0.920403	4.14003	3.90908	-2.74385	0.314011	-1.82531	-1.34626	-1.48314	-0.991871	-1.41827	-0.381616	2.47541	3.31444	-6.43473	-0.623057	-5.05366	-3.82195	1.38871	-5.24865	0.0711461	3.86657	2.55435	-0.816455	1.11393	-0.568339	-1.87362	-1.17525	-0.952256	-1.0549	-0.254737	3.06201	4.01997	-1.28333	-0.583112	-4.30948	-3.90266	1.54257	-4.60147	0.751009	4.41985	2.10217	-2.50802	0.67823	-0.403682	-0.569288	-1.34206	-1.17914	-1.66309	-0.653285	4.19051	2.30675	-1.42693	-0.446157	-5.74151	-3.09872	1.35805	-5.24152	0.8195	3.59852	2.53777	-0.772036	0.31467	-3.24588	0.237359	-1.79748	-0.889254	-1.21375	-0.850423	1.8366	1.2093	-3.34428	-0.601524	-1.541027e+02	-2.351758e+02	-3.892785e+02
106500	2.74908	0.718176	2.71746	1.22348	0.674307	0.779334	0.436907	2.19296	0.355353	1.0184	1.85152	0.124633	0.836498	0.695421	0.881996	0.257459	0.795758	0.537763	0.680218	0.550216	0.58076	0.0103223	0.850491	-0.476101	0.419538	-0.475363	-1.19339	-1.30853	-0.206919	2.61272	4.80626	-2.93496	-0.639338	-5.03786	-3.66592	1.48483	-6.02496	-0.38357	-1.16202	-4.11459	-3.53767	4.4638	3.79655	-1.33467	0.0658027	2.94971	0.85211	0.131652	0.115739	0.0712992	0.312544	2.61549	4.79836	2.06084	0.2358	0.113693	0.112562	0.171368	0.118484	0.123101	1.69605	5.92736	2.50444	1.18185	6.30232	1.73225	-5.46923	-3.93184	1.48261	-6.19481	-0.154376	3.51875	2.73352	-1.90026	0.890857	-3.23176	2.16308	-0.437986	-0.665241	-0.74165	0.261811	1.6392	5.88768	-2.96457	-0.460744	-5.06335	-3.84861	1.42533	-5.21349	-0.19483	4.02337	3.26798	-0.451041	0.912582	-0.0614143	-0.447858	-1.0003	-1.13016	-1.20713	0.0683833	2.31265	5.78201	0.0841002	-0.46123	-4.97421	-3.76353	1.62805	-5.54131	-0.273855	3.54578	2.93271	-1.70899	0.609424	-0.462506	-0.678019	-0.457574	-1.21212	-1.12844	-0.354256	3.17534	3.98027	-2.32092	-0.291898	-5.05487	-3.29904	1.36245	-6.38972	-0.482197	4.27131	4.2976	-2.52969	0.919832	-3.41454	0.0821968	-0.587837	-1.51251	-1.47835	0.310515	2.42661	1.19533	-4.46592	-1.21673	-1.391541e+02	-2.303124e+02	-3.694665e+02
106600	3.23727	0.801413	1.52704	1.38661	0.568104	0.883026	0.0294392	1.19582	0.625662	1.55275	1.60224	0.119953	1.09819	0.56748	0.772544	0.232121	0.696187	0.590132	0.921345	0.313555	0.777696	0.0130732	0.449177	-0.215844	0.478615	-0.759616	-1.14266	-1.10399	-0.395834	0.792475	3.6467	-2.74451	-1.56658	-5.07762	-3.72598	1.43273	-5.29235	0.584492	3.2638	-0.803688	-2.04451	4.58771	2.93314	-1.59562	0.077233	1.17403	0.310725	0.10356	0.0483292	0.0816728	0.314417	1.6548	1.78682	2.12484	1.00423	0.11168	0.163898	0.253239	0.168487	0.170694	0.945	3.53885	1.6503	4.35837	1.90027	3.11391	-5.4681	-3.89565	1.55402	-5.15219	0.0135364	4.502	1.67811	-3.98005	0.441765	-2.53897	1.80229	-0.747645	-1.08514	-1.18784	0.0621212	1.38119	4.11626	-1.55105	-0.892227	-4.65633	-3.93733	1.17177	-5.32615	0.283989	4.46323	3.1302	-0.638857	0.629655	-1.38367	-0.00662013	-0.646114	-1.33374	-1.07493	-0.258082	1.16511	2.76732	-2.58636	-0.298512	-5.1327	-3.88177	1.58907	-5.61564	0.420994	3.71537	2.93889	-2.53522	0.780064	-2.04523	-0.528699	-0.601646	-1.23304	-1.20589	-1.3525	3.46781	2.68452	-2.30156	-0.758649	-5.60634	-3.273	1.25998	-5.34119	0.671582	4.137	2.89367	-2.38658	0.4873	-2.7015	0.732325	-1.0417	-1.0921	-1.13696	-0.0329549	3.3898	2.93579	-4.12005	-0.766054	-1.324502e+02	-2.228278e+02	-3.552781e+02
106700	3.02851	2.32772	1.36817	1.7013	0.504754	1.13154	0.0525478	1.75389	0.391581	1.53208	2.5738	0.0958396	0.947951	0.680046	0.683047	0.362216	0.779447	0.63961	0.341547	0.980118	0.489106	0.0100121	0.373067	-0.512762	0.769314	-1.11852	-1.84741	-1.83384	0.170747	1.90302	2.08078	-4.30067	-0.303334	-5.38839	-3.58032	1.5448	-5.02642	-0.637326	3.64704	0.697948	-0.298207	4.12204	3.00915	-1.73584	0.50053	1.89801	0.102023	0.077767	0.187327	0.15263	0.177344	1.08596	1.92555	19.446	0.151685	0.116006	0.0836557	0.117756	0.156075	0.159306	2.00066	1.64429	2.82511	2.25193	2.89357	2.07454	-5.16432	-3.89213	1.67706	-5.1875	-1.01665	4.38019	2.33158	-2.69991	0.0870785	-0.755956	0.901276	-0.784222	-1.77195	-1.46122	-0.0636192	1.67132	2.64451	-6.94818	-0.603925	-5.36439	-3.81096	0.9989	-4.81838	0.215814	4.57547	2.59612	-1.13709	0.210551	-1.62823	0.928497	-0.921116	-1.18121	-0.920751	0.403528	0.821194	1.07728	-1.55513	-0.214175	-5.2428	-3.36738	1.13161	-5.70209	-1.00261	4.01178	4.14786	-2.08632	-0.685164	0.783933	0.681148	-1.0972	-0.674171	-1.63377	0.462105	3.70761	1.43676	-1.51963	-0.187858	-5.68444	-3.43813	1.60029	-4.71502	-0.480067	4.37733	3.75933	-3.95605	0.734459	-3.16503	0.546896	-1.07644	-2.31083	-1.9059	-0.539524	1.97463	1.58024	-4.00824	-0.527762	-1.396674e+02	-2.326023e+02	-3.722697e+02
106800	3.16046	1.03179	1.77749	2.93971	0.437194	0.401687	0.0125661	2.69192	0.54944	1.13916	3.14449	0.144361	0.905177	0.728342	0.591086	0.382563	0.827679	0.526053	0.388112	0.536579	0.517615	0.0141992	0.311412	-0.495172	0.498804	-1.74272	-0.822336	-1.25837	0.0218095	4.0428	0.232986	0.0572947	-0.211337	-4.75933	-3.706	1.32041	-4.98096	-0.491085	-2.78702	-3.84964	1.65511	4.01505	1.94279	0.571774	0.0672155	0.463999	0.117888	0.122789	0.0611691	0.102152	0.254612	8.22019	6.57445	17.8979	0.246676	0.385107	0.11036	0.139609	0.135644	0.206252	1.90007	4.21167	2.35568	1.73636	2.05447	5.97034	-5.35548	-3.74536	1.35016	-5.2025	-0.856315	3.99167	2.07603	-1.54005	0.318975	-1.50198	1.16441	-1.89422	-0.637443	-1.3251	0.0060615	4.2876	2.18707	3.62319	-0.532904	-3.89711	-4.2136	1.27186	-4.53311	-0.585093	3.67686	2.6263	-0.100961	0.670599	-0.520971	0.370959	-1.75437	-0.925202	-0.971544	0.214101	3.75602	1.32553	-1.1755	0.045495	-4.35748	-3.30497	1.5285	-5.55203	-0.790973	4.10218	3.68064	-0.539605	0.123626	-0.887434	-0.0764782	-1.16311	-0.768542	-1.46369	0.00961995	0.0371442	-2.65164	-1.44573	-0.244042	-5.91281	-3.46982	1.19553	-5.12417	-0.0438702	3.95012	2.53865	0.865792	0.345999	-1.75486	1.26063	-2.34762	-1.21396	-1.43919	-0.392849	2.37417	2.18553	-3.02931	-0.569546	-1.384310e+02	-2.237884e+02	-3.622194e+02
106900	3.22691	2.1039	2.31095	1.45409	0.749366	0.545701	0.137744	1.26106	0.699719	0.850481	3.27373	0.116393	0.720316	0.826732	0.794545	0.274062	0.853139	0.548475	0.586824	0.855172	0.633944	0.0110972	0.509465	-1.05425	1.14451	-1.10702	-0.34821	-1.15604	-0.0243816	2.74451	3.16109	-2.34595	-0.0530494	-5.05358	-3.37338	0.286634	-5.56979	0.00310478	0.159912	1.29723	0.813266	3.85775	3.91233	-1.92409	0.103565	0.166742	0.135794	0.0583574	0.0607749	0.221275	0.114996	2.72946	0.951645	1.30862	0.238481	0.0926535	0.0406546	0.266413	0.14463	0.0823558	4.36408	10.0499	1.01385	2.18449	2.91832	1.35172	-4.65102	-3.53229	0.593451	-5.7049	0.244738	4.50195	1.78468	-2.26769	0.848934	-1.26988	1.01269	-0.979357	-0.107844	-0.780075	0.20495	1.19788	4.41566	-2.28471	-0.286653	-5.00689	-3.04303	0.726319	-5.27852	-0.0364039	3.9791	2.65654	-0.794363	0.654361	-1.26923	0.927752	-1.50539	-0.099732	-0.832417	0.1882	3.91563	2.33869	-1.10492	0.312697	-5.29341	-3.26547	0.979186	-5.77006	-0.30699	3.88846	3.65262	-0.223996	0.30564	-1.13279	0.921748	-0.736807	-0.426772	-1.52807	-0.19255	2.6643	3.37784	-1.87085	-0.0550168	-5.17596	-3.61831	-0.0218627	-5.8237	-0.160913	3.65339	3.28542	-3.04394	0.756621	-0.850372	1.32743	-1.31672	-0.457375	-0.840256	0.171313	2.5871	1.65423	-3.07434	-0.149084	-1.092982e+02	-2.462828e+02	-3.555810e+02
107000	2.29747	2.66835	0.973407	2.22189	0.253629	0.462458	0.0663065	1.32904	0.581867	1.47786	2.50621	0.0942613	0.795177	0.722212	0.641433	0.279814	0.691142	0.423418	0.714141	0.547064	0.477263	0.0155944	0.439873	-0.682693	0.973152	-1.98878	-0.298193	-0.69271	0.288246	1.9919	1.12625	-2.04768	-0.481084	-4.74344	-4.34112	1.52152	-5.27138	0.662196	-2.34781	3.14512	0.825978	3.59108	4.34044	-2.76445	0.0286757	0.0456129	0.091985	0.108851	0.149346	0.173553	0.102555	3.56325	2.10001	1.26566	0.489948	0.049439	0.0800889	0.0449234	0.169177	0.212773	1.60994	2.12189	1.3511	2.48207	2.13506	4.26953	-5.13591	-4.00074	1.28878	-6.04323	1.17169	3.8889	2.43851	-2.32984	0.420877	-0.725185	1.13152	-1.73636	-0.302499	-0.647385	0.357373	0.755114	3.43299	-2.76368	-0.744074	-4.82181	-4.39226	1.53709	-5.12013	0.177775	2.88358	2.54466	-1.03946	0.59417	-0.658691	0.938888	-1.32525	-0.262795	-0.712567	0.0576297	1.71402	1.1552	-1.3912	-0.368774	-4.47377	-3.69533	1.41026	-5.32991	1.16364	3.39042	2.87744	-0.794015	0.317678	-0.419593	1.01944	-2.12443	-0.180673	-1.22118	-0.328346	4.19457	1.65292	-1.14699	0.0795705	-4.65227	-4.27033	1.69909	-5.29954	1.15893	3.09419	2.92703	-3.24215	0.418273	-0.557094	1.15671	-2.2725	-1.07171	-0.0808977	0.653826	2.61127	2.00219	-3.28659	-0.596446	-1.040156e+02	-2.382971e+02	-3.423127e+02
107100	3.27574	1.36005	2.21209	1.70511	1.52118	0.290979	0.106972	1.39428	0.552451	0.819754	3.04842	0.121107	0.691533	0.571198	0.525215	0.308512	0.705413	0.51577	0.331445	0.497106	0.535403	0.0272194	0.489923	-0.370393	0.319739	-2.20807	-0.355737	-1.00146	-0.417322	3.16381	2.89381	-1.38044	-0.395905	-4.82992	-3.9798	0.671734	-4.74452	0.773651	1.36369	1.10802	-0.585502	4.40894	2.06354	-3.87549	0.0988671	0.0648156	0.116922	0.0790557	0.0597974	0.0534232	0.0738227	3.42582	1.34093	5.95751	0.470184	0.113242	0.0330601	0.395925	0.118157	0.243749	3.13688	3.8355	7.12041	3.22707	1.34853	6.59889	-4.98896	-3.86995	1.07664	-4.92591	0.880144	4.00742	1.07868	-3.51811	0.278426	-0.182749	0.450414	-2.08316	-0.110499	-0.914432	-0.156067	2.37784	2.06192	2.87783	-0.496741	-4.89572	-3.74833	1.48535	-4.94983	0.515028	3.13388	1.96241	-1.06264	0.288482	-0.204575	0.0758147	-1.59077	-0.190361	-0.670834	-0.392358	3.63442	4.15713	-1.44337	-0.310678	-4.51366	-3.9811	0.314069	-5.27396	0.910445	4.04712	2.45232	-3.60024	0.848474	-0.0896671	-0.0350673	-1.82262	-0.382373	-1.20085	-0.976992	2.90851	2.246	-0.991295	0.338245	-4.59553	-4.10486	1.70559	-4.77854	-0.683634	2.51205	2.43256	-2.07885	0.292953	-0.535488	0.871545	-1.90577	-0.0957512	-1.13361	-0.217591	3.22167	3.27289	-4.35629	-0.370364	-1.166678e+02	-2.419767e+02	-3.586445e+02
107200	2.42272	0.957085	1.83812	0.508662	1.18113	0.832295	0.0901127	2.51064	0.692682	1.12271	3.12632	0.104797	0.836406	0.546218	0.508886	0.189529	0.770643	0.360186	0.646711	0.401892	0.574684	0.0124666	0.438482	0.0364059	1.47157	-1.26348	-0.233269	-0.73853	-0.856844	4.08719	4.33778	-2.19632	-0.664673	-4.55711	-4.22064	0.871983	-5.05999	0.634574	-0.668047	-2.8572	1.98783	3.71695	2.78547	-1.98943	0.0380472	0.120165	0.131915	0.0742213	0.0905138	0.0974228	0.418657	0.985017	0.914209	3.06603	0.528118	0.220442	0.12342	0.349799	0.0846152	0.251681	1.36514	5.90911	1.57175	1.59878	2.50365	2.61745	-4.22871	-4.32235	0.441117	-4.88141	0.565425	4.25944	1.25253	-1.3374	0.696639	-0.161348	1.22677	-1.61576	-0.227241	-0.477687	0.0962467	4.4031	6.13529	-4.40079	-0.47186	-4.44527	-4.22415	1.25851	-4.75602	0.857902	3.46539	2.08006	-1.37699	0.529538	-0.206518	1.03742	-0.744935	-0.453264	-0.74467	-0.331848	4.90806	4.88919	-1.33297	-0.265054	-4.42276	-4.50288	0.176008	-5.00779	0.307198	3.79556	2.30363	-4.17454	0.441363	-0.592422	1.12401	-1.41895	-0.208074	-0.921343	-0.810906	3.75236	3.42128	-1.11477	0.0794667	-4.8921	-3.93896	0.801626	-5.39104	-0.0183977	4.18483	3.14924	-3.69337	0.369556	-0.0831299	1.31632	-1.18525	-0.863683	-0.826565	-0.832383	4.79688	4.42599	-3.18475	-0.553265	-1.086030e+02	-2.444635e+02	-3.530664e+02
107300	3.05518	2.1613	2.45309	1.46476	0.994051	1.61152	0.0809107	1.39395	0.446626	0.894707	3.23589	0.0942189	0.91348	0.641023	0.523838	0.374205	0.668374	0.464845	0.343833	0.553061	0.428687	0.013466	0.0463376	-0.423354	0.642748	-1.76089	-0.409544	-0.468385	-0.738083	3.31729	3.11601	-2.54339	0.165372	-3.91859	-4.50049	1.17576	-4.90948	0.242453	-3.82229	-0.228984	1.21883	2.86935	1.85094	-4.34092	0.0367328	0.252126	0.0856529	0.0483363	0.229569	0.211301	0.0982044	4.02038	0.931629	1.76481	0.344083	0.0974901	0.298779	0.196716	0.0875476	0.136594	1.28449	3.15698	1.45224	2.20123	1.69956	2.10298	-3.8924	-5.20132	0.734361	-4.76953	0.495018	3.88488	0.635347	-3.55448	-0.0584379	-1.25951	1.02339	-1.63325	-0.335482	-0.629054	-1.0044	-0.021045	3.67296	-5.3394	-0.596923	-3.86564	-4.39101	0.990096	-4.81356	0.755594	3.78423	1.86992	-1.99235	-0.0928116	-1.21116	0.550524	-1.37741	-0.297475	-1.05636	-0.212445	3.97431	3.57595	-1.43542	-0.482375	-4.09168	-4.31787	1.8242	-4.90828	0.200991	2.22618	1.48048	-4.55484	0.259941	-0.53407	0.147848	-1.33943	0.0950767	-0.427703	-0.860269	3.25556	1.5651	-1.28607	-0.15156	-4.04074	-4.21336	0.897833	-4.87487	0.0511918	4.03652	2.56399	-2.82976	0.0204394	-0.431586	0.501149	-2.01176	-0.904781	-0.472608	-0.576119	2.90581	3.05472	-4.19193	-0.415283	-1.121036e+02	-2.434095e+02	-3.555131e+02
107400	2.98031	2.76244	0.905957	1.9267	0.562182	0.521853	0.131452	2.59185	0.290462	1.58944	3.29317	0.126373	0.727107	0.525781	0.790135	0.414344	0.696181	0.647142	0.532199	0.505024	0.732592	0.0105659	0.191966	-0.728171	1.21412	-1.38587	0.0728423	-0.67722	-0.619967	1.87818	1.44586	-2.10431	-0.0768893	-4.31794	-4.54391	1.21028	-5.41421	0.278249	-0.439885	0.563959	2.9936	3.93513	2.97008	-1.07483	0.107957	0.0543063	0.120153	0.0676708	0.113621	0.158513	0.0641612	1.26389	2.64444	11.07	0.153078	0.122314	0.157686	0.203203	0.118548	0.233636	3.61026	3.82326	2.9286	2.17012	2.10421	7.52879	-5.01791	-3.86464	1.2907	-5.37313	0.836503	3.24425	1.24875	-2.74889	0.426094	-1.04971	1.52488	-1.65152	0.18048	-0.575995	-0.376447	2.44623	2.14332	3.48843	-0.478539	-4.41264	-4.88731	0.522377	-5.32238	1.06816	3.31225	2.34717	-1.94959	0.0774156	-0.781283	0.688686	-1.26902	0.380944	-0.453485	-0.312458	1.89431	-0.197613	-0.814004	-0.272134	-4.89019	-4.47835	2.22071	-5.16897	0.161651	2.44495	1.52398	-1.1996	-0.205148	-1.10841	0.832072	-1.06531	-0.0291794	-0.240096	-1.02344	2.004	1.37319	-1.62433	-0.507364	-4.29243	-5.21264	1.07634	-5.35041	0.108286	2.59358	3.19896	0.392974	0.203124	-0.835054	1.25443	-1.40914	-0.360283	-0.839697	-0.721584	2.54064	3.20347	-4.7827	-0.189575	-1.233831e+02	-2.376448e+02	-3.610278e+02
107500	3.14673	1.06371	0.925933	0.968626	0.664345	0.816148	0.0247639	1.0262	0.285604	2.02191	2.45062	0.157979	0.724386	0.609682	0.799385	0.309084	0.718743	0.702874	0.278525	0.484696	0.722574	0.0110484	0.447495	-0.59319	1.66583	-0.804639	0.140265	-0.678337	-0.153355	1.3086	2.76807	-2.48604	-0.262179	-4.84532	-4.54137	1.06133	-5.24171	0.155303	4.50274	3.64335	2.93923	4.0455	2.13757	-3.85712	0.154136	0.0830968	0.0385465	0.0437462	0.037516	0.0427445	0.122426	3.42086	1.63515	2.62092	0.233667	0.0750788	0.0621714	0.177006	0.162458	0.184686	1.80078	1.3916	2.45187	3.9689	16.2347	3.99788	-5.04285	-4.53222	1.19302	-4.88756	0.250699	3.37998	1.01241	-4.55467	1.04266	-0.795371	1.88519	-0.61363	-0.0109736	-0.444939	0.034092	0.964147	3.85211	-5.63511	-1.05402	-4.8247	-4.28346	0.328711	-5.24412	0.267572	3.8206	2.27437	-1.57529	0.0979239	-0.793554	1.35209	-0.673213	0.14613	-0.675563	-0.0499484	3.87364	3.4968	-1.32373	-0.419601	-4.70127	-4.49788	0.856941	-4.70124	0.68752	2.90636	1.5135	-0.761041	0.0903774	-0.502973	1.44667	-0.973	0.476074	-0.564272	-1.03426	0.508383	-0.779808	-1.59552	-0.756694	-5.13606	-4.3635	1.40433	-4.80007	-1.02154	2.83942	2.21094	-1.02488	0.391108	-0.487183	1.69544	-1.04434	-0.212306	-0.485146	0.346582	1.94929	1.7104	-3.41447	-0.866573	-1.185030e+02	-2.375421e+02	-3.560451e+02
107600	2.90974	2.67327	2.46526	1.34087	0.829566	1.07129	0.0185965	2.25381	0.307253	1.44729	2.35316	0.0948451	0.655109	0.627467	0.571458	0.353677	0.820831	0.58912	0.379481	0.495698	0.486581	0.0119657	0.543492	-1.02551	1.89457	-0.417423	-0.261535	-1.20338	-0.330279	2.50484	1.60391	-2.68661	-0.885912	-5.1039	-4.22895	0.748916	-4.81698	-0.158602	2.05385	-2.45327	-3.77259	4.48094	1.97656	-0.173632	0.0652938	0.122598	0.214879	0.064438	0.0941524	0.0497487	0.0836133	1.07181	2.19245	1.56868	0.400177	0.191665	0.105989	0.429211	0.0375485	0.0655395	1.58267	2.0163	4.87232	1.63833	0.872017	1.97228	-5.36213	-3.46837	0.383176	-4.70391	-0.0533393	4.44138	1.29532	-1.63572	0.916769	-0.63983	2.08308	-0.249293	0.0825479	-1.46985	-0.526517	2.54547	4.29065	-6.2114	-0.834894	-5.02859	-4.3174	1.03756	-5.14124	-0.533096	3.04656	2.76295	0.0138275	0.0254669	-0.589423	1.60556	-0.726733	-0.183777	-0.945426	-0.413083	2.37602	2.06261	-1.45812	-0.299797	-4.70141	-4.30546	-0.0927695	-4.47115	0.346975	4.03635	1.97899	0.623407	1.00254	-1.01049	1.04931	-0.545387	0.215104	-0.739762	-0.795673	1.67669	0.0207914	-1.96617	-0.607776	-5.01591	-4.03503	0.403238	-4.83032	-0.206829	4.17935	2.84336	-2.27512	0.532083	-1.66167	2.35007	-0.790753	-0.79547	-1.13931	-0.555119	2.81714	1.93325	-3.32958	-0.791923	-1.215335e+02	-2.237988e+02	-3.453323e+02
