iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnVMaxDCVGC(1)	M_lnClDCVGC(1)	M_lnPeffDCVG(1)	M_lnPeffDCVC(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnVMaxDCVGC(1)	V_lnClDCVGC(1)	V_lnPeffDCVG(1)	V_lnPeffDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnVMaxDCVGC(1.1)	lnPeffDCVG(1.1)	lnPeffDCVC(1.1)	lnClDCVGC(1.1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnVMaxDCVGC(1.1.1)	lnPeffDCVG(1.1.1)	lnPeffDCVC(1.1.1)	lnClDCVGC(1.1.1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1)	lnISkDCVC(1.1.1)	lnISkNDCVC(1.1.1)	lnVMaxDCVGC(1.1.2)	lnPeffDCVG(1.1.2)	lnPeffDCVC(1.1.2)	lnClDCVGC(1.1.2)	lnkDCVGC(1.1.2)	lnkDCVCC(1.1.2)	lnkElimDCVCC(1.1.2)	lnkElimNDCVCC(1.1.2)	lnISkDCVG(1.1.2)	lnISkDCVC(1.1.2)	lnISkNDCVC(1.1.2)	lnVMaxDCVGC(1.2)	lnPeffDCVG(1.2)	lnPeffDCVC(1.2)	lnClDCVGC(1.2)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnVMaxDCVGC(1.2.1)	lnPeffDCVG(1.2.1)	lnPeffDCVC(1.2.1)	lnClDCVGC(1.2.1)	lnkDCVGC(1.2.1)	lnkDCVCC(1.2.1)	lnkElimDCVCC(1.2.1)	lnkElimNDCVCC(1.2.1)	lnISkDCVG(1.2.1)	lnISkDCVC(1.2.1)	lnISkNDCVC(1.2.1)	lnVMaxDCVGC(1.2.2)	lnPeffDCVG(1.2.2)	lnPeffDCVC(1.2.2)	lnClDCVGC(1.2.2)	lnkDCVGC(1.2.2)	lnkDCVCC(1.2.2)	lnkElimDCVCC(1.2.2)	lnkElimNDCVCC(1.2.2)	lnISkDCVG(1.2.2)	lnISkDCVC(1.2.2)	lnISkNDCVC(1.2.2)	lnVMaxDCVGC(1.3)	lnPeffDCVG(1.3)	lnPeffDCVC(1.3)	lnClDCVGC(1.3)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnVMaxDCVGC(1.3.1)	lnPeffDCVG(1.3.1)	lnPeffDCVC(1.3.1)	lnClDCVGC(1.3.1)	lnkDCVGC(1.3.1)	lnkDCVCC(1.3.1)	lnkElimDCVCC(1.3.1)	lnkElimNDCVCC(1.3.1)	lnISkDCVG(1.3.1)	lnISkDCVC(1.3.1)	lnISkNDCVC(1.3.1)	lnVMaxDCVGC(1.3.2)	lnPeffDCVG(1.3.2)	lnPeffDCVC(1.3.2)	lnClDCVGC(1.3.2)	lnkDCVGC(1.3.2)	lnkDCVCC(1.3.2)	lnkElimDCVCC(1.3.2)	lnkElimNDCVCC(1.3.2)	lnISkDCVG(1.3.2)	lnISkDCVC(1.3.2)	lnISkNDCVC(1.3.2)	lnVMaxDCVGC(1.4)	lnPeffDCVG(1.4)	lnPeffDCVC(1.4)	lnClDCVGC(1.4)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	lnVMaxDCVGC(1.4.1)	lnPeffDCVG(1.4.1)	lnPeffDCVC(1.4.1)	lnClDCVGC(1.4.1)	lnkDCVGC(1.4.1)	lnkDCVCC(1.4.1)	lnkElimDCVCC(1.4.1)	lnkElimNDCVCC(1.4.1)	lnISkDCVG(1.4.1)	lnISkDCVC(1.4.1)	lnISkNDCVC(1.4.1)	lnVMaxDCVGC(1.4.2)	lnPeffDCVG(1.4.2)	lnPeffDCVC(1.4.2)	lnClDCVGC(1.4.2)	lnkDCVGC(1.4.2)	lnkDCVCC(1.4.2)	lnkElimDCVCC(1.4.2)	lnkElimNDCVCC(1.4.2)	lnISkDCVG(1.4.2)	lnISkDCVC(1.4.2)	lnISkNDCVC(1.4.2)	LnPrior	LnData	LnPosterior
43200	0.441396	1.10566	0.884261	0.821625	0.873935	0.391284	0.0122912	0.812495	0.843076	1.00086	0.0104412	-2.08227	-6.84794	3.76358	-4.57646	-4.64298	-0.611503	-0.633846	-0.189354	3.51134	0.116551	2.35281	0.0968926	0.155227	0.0489925	0.152561	0.569141	0.21809	0.193291	0.0661396	0.85822	1.17338	0.628372	-1.9005	3.52452	-4.91118	-6.85181	-4.66067	-0.963459	-0.884067	-0.0290811	3.78047	0.285513	2.61925	-1.98502	3.80079	-4.45012	-6.32443	-3.71343	-1.56454	-1.02574	0.286952	4.47299	1.85383	1.68186	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81209	-1.16228	2.14467	-2.28747	3.92146	-4.42213	-6.86783	-3.8409	-0.442781	-1.09155	-0.545346	3.24993	1.02742	1.8765	-2.21106	4.14367	-4.53426	-6.37114	-3.09754	-0.481125	-0.783011	-0.709496	3.57933	0.0527842	2.09775	-1.40991	3.92104	-4.13716	-6.39683	-3.82003	-1.21512	-1.06982	-0.197947	4.07765	0.85501	0.864774	-2.00287	3.84085	-4.38118	-6.50634	-3.90287	-0.159351	-0.965407	-0.340317	3.60866	-0.0137686	1.11612	-1.90819	3.77144	-4.20389	-6.65143	-4.51474	0.817074	-1.19987	-0.19543	3.71353	-0.887002	1.81105	-2.2309	3.64409	-4.51322	-6.62685	-4.60508	-1.47537	-0.464805	-0.487595	4.36069	0.257538	0.704934	-2.45062	4.07939	-4.71224	-6.84188	-3.60366	-0.733356	-0.593619	0.271831	3.46133	-0.587182	1.85202	-2.10592	3.98701	-4.77442	-6.65237	-4.08453	-0.648776	-0.0829062	0.457363	4.33998	0.133576	0.416104	-2.10918	4.17935	-5.34943	-6.84903	-3.81261	-1.07388	-0.587172	0.112029	1.84338	-2.58051	2.27678	-1.016799e+02	-5.337829e+02	-6.354628e+02
43250	0.39916	1.01398	0.982957	0.816096	0.769409	0.377125	0.0131622	0.923127	0.70946	0.983054	0.0113177	-1.94225	-6.82595	3.70937	-5.4386	-3.7085	-1.22397	-0.758252	-0.742887	4.40982	-1.70346	1.81854	0.339979	0.134106	0.0697028	0.139191	0.354662	0.683426	0.124018	0.406695	1.60718	2.39737	1.37377	-2.51914	3.7025	-4.76507	-6.80493	-4.66869	-1.15618	-0.979077	-0.104218	3.5668	-0.250872	0.791308	-2.81277	4.1422	-3.86658	-6.6003	-4.02073	-1.92949	-1.15794	0.230011	4.50637	1.53534	1.13162	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16228	2.14467	-1.67635	3.91979	-5.07598	-6.56451	-3.46635	-1.35451	-0.870289	0.0279163	3.77476	0.298799	2.34085	-2.67128	4.09248	-4.87322	-6.42494	-2.95419	0.033697	-1.39199	-0.416263	3.60173	0.199847	2.35615	-1.72576	3.801	-5.28624	-6.59811	-2.80958	0.175106	-0.948498	0.806768	4.31385	0.887141	0.638764	-1.66149	4.12646	-5.46994	-6.36741	-4.0676	-0.202346	-1.00491	-0.225044	4.56512	-2.72564	0.740149	-1.43831	4.0222	-5.04034	-6.62144	-4.38782	1.12638	-0.417974	-0.692548	3.46629	-1.32001	1.65686	-0.924138	4.11681	-4.81171	-6.66372	-4.67955	-1.30349	-0.596924	-0.660019	4.41645	-0.271583	0.73039	-1.68863	3.86166	-5.49714	-6.76028	-3.47134	-0.5363	-0.145529	-0.761991	4.35732	-2.38164	2.15866	-2.45343	3.25657	-5.20116	-6.80636	-3.40899	0.072894	-0.126438	-0.797259	4.05954	0.356522	1.21022	-2.10918	4.17919	-5.34929	-6.84903	-3.81261	-1.07388	-0.587296	0.112029	1.84338	-2.58051	2.27678	-1.349626e+02	-5.302860e+02	-6.652486e+02
43300	0.413391	0.978015	1.10158	0.69513	0.786053	0.332598	0.0109709	0.965882	0.666524	0.943502	0.0124314	-2.30918	-6.9019	3.68158	-4.10087	-4.58207	-0.559717	-1.89162	-0.0759035	3.72291	-0.995875	0.330551	0.24028	0.0881271	0.0899055	0.104769	0.495957	0.25943	0.457602	0.13838	1.17354	0.976187	1.01879	-2.94217	3.65601	-4.05085	-6.90772	-4.68526	-1.11669	-2.16082	0.227901	2.91639	0.173059	1.01805	-2.82334	3.64886	-3.81149	-6.89561	-4.18612	-2.11698	-1.36983	0.253607	4.40508	1.36106	0.80328	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16228	2.14467	-1.97699	3.79666	-3.81989	-6.77093	-4.15503	0.0507641	-2.24385	-0.155177	3.19803	0.633786	2.49736	-2.0202	4.09337	-3.74762	-6.31829	-3.08118	-0.646528	-1.73762	-0.351707	3.69809	0.934975	2.22536	-1.36952	3.71985	-3.99088	-6.5941	-3.61504	-0.209527	-1.81113	-0.613956	3.48224	0.447155	2.34575	-1.84913	3.88778	-3.50798	-6.76947	-4.10928	-0.386647	-1.77513	0.262757	4.18182	-1.38065	-0.0024809	-2.1151	3.56023	-3.73284	-6.78929	-4.64474	1.0745	-0.86619	0.481088	3.62172	-1.33047	-1.31149	-1.92916	3.75935	-3.53382	-6.86012	-4.75244	-0.734567	-0.538258	0.05976	4.42008	-0.422446	0.497689	-1.62942	4.22978	-4.32391	-6.88548	-2.91568	-0.112014	-0.444202	0.421824	3.09538	0.234901	0.617326	-1.59688	3.90943	-4.23465	-6.89479	-2.34103	0.234393	0.089356	-0.11808	3.83589	0.596933	0.272442	-2.10918	4.17934	-5.34895	-6.84903	-3.81261	-1.07388	-0.587294	0.112028	1.84338	-2.58051	2.27679	-1.280190e+02	-5.371867e+02	-6.652056e+02
43350	0.465054	1.01048	1.02204	0.807839	0.700892	0.387075	0.0113716	0.707383	0.657946	0.971153	0.010855	-2.33336	-6.90407	4.00514	-5.40703	-3.60848	-0.622334	-0.968867	-0.183468	4.32972	0.117753	1.40693	0.141288	0.131353	0.0396278	0.311551	0.985654	0.405303	0.1209	0.0993708	1.10622	1.83426	0.796933	-1.75839	3.82222	-4.98722	-6.82199	-4.23005	-0.146385	-1.03421	-0.0675341	4.50872	-1.74526	1.23853	-1.05282	3.95646	-4.77349	-6.84664	-4.6951	-1.4426	-1.24202	0.14592	4.54413	0.882893	0.89843	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16228	2.14467	-2.08838	4.08719	-5.84854	-6.87534	-4.73201	-0.63966	-1.61793	-0.156316	4.22144	0.0722092	1.25577	-1.53561	3.96339	-5.21306	-6.60706	-3.20249	-0.480913	-1.54333	-0.393938	4.06944	0.641227	2.29195	-1.21885	4.12094	-5.62717	-6.68467	-4.13689	-0.327092	-1.43848	0.00900208	4.10176	0.08172	1.15513	-2.27075	3.94933	-5.34653	-6.73896	-4.44229	-0.767141	-1.37923	0.105385	4.60354	-0.943757	0.493204	-2.23814	4.02727	-5.43869	-6.80648	-4.54717	1.21951	-1.75369	0.140374	3.44252	-1.49602	-0.669695	-2.30396	3.68756	-6.00847	-6.76897	-5.12245	-0.514449	-1.12085	0.138265	4.35696	-0.418232	0.590397	-2.54707	4.15634	-5.60689	-6.8541	-2.6807	-0.557274	-0.263526	-0.181127	4.3428	-0.930956	1.31417	-2.8459	4.33028	-6.24928	-6.3754	-2.75876	-1.78671	0.074968	-0.401723	3.61993	0.748779	1.02325	-2.10918	4.17959	-5.34828	-6.84903	-3.81261	-1.07388	-0.587319	0.112028	1.84338	-2.58051	2.27679	-1.115161e+02	-5.316104e+02	-6.431265e+02
43400	0.499029	1.0888	0.941054	0.752464	0.829392	0.340511	0.0139305	0.812268	0.773739	1.02118	0.0134571	-2.47194	-6.73423	3.75351	-4.72661	-3.81358	-1.19954	-0.885901	-0.0857651	4.57118	0.373363	1.06716	0.124598	0.0569955	0.100889	0.34636	0.332693	0.538417	0.18385	0.154898	0.873064	2.22292	1.09446	-2.89606	3.79521	-4.78765	-6.79222	-5.1315	-1.71621	-1.555	-0.46884	3.75649	0.766924	2.25832	-3.16324	3.25661	-3.7167	-6.50011	-4.52555	-2.16114	-1.12374	-0.0663345	4.27314	1.13045	1.02368	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16228	2.14467	-2.726	3.75838	-3.58106	-6.60604	-4.01215	-0.286683	-1.10278	0.366437	4.31541	-0.586388	1.17015	-3.12396	3.81021	-3.49185	-6.57894	-3.07602	-0.574903	-1.14229	-0.0747106	4.57053	0.961526	2.18966	-2.27931	3.65578	-3.25913	-6.72108	-4.6264	-0.109002	-1.51875	0.541913	3.97716	-0.289518	0.948021	-2.3442	3.66037	-5.06614	-6.6983	-4.86485	-0.588962	-1.11362	0.184648	3.86487	-0.964496	1.66702	-2.74348	3.61192	-6.08249	-6.79386	-4.40208	1.22112	-1.34591	-0.347593	3.36426	-1.29727	1.39504	-2.51525	3.37001	-5.57831	-6.84153	-4.37864	-0.4819	-1.22805	-0.124642	3.49357	-0.194851	0.91747	-2.20601	4.06992	-5.21618	-6.7436	-3.56389	-1.8528	-0.161377	-0.408967	2.47002	-1.56749	1.66477	-2.0598	3.94101	-5.13681	-6.74883	-3.0115	-2.3571	0.0220011	-1.11838	3.97947	0.717399	1.17618	-2.10917	4.17993	-5.34925	-6.84903	-3.81261	-1.07388	-0.587324	0.112028	1.84338	-2.58051	2.27679	-1.223388e+02	-5.390948e+02	-6.614336e+02
43450	0.394647	1.07007	0.933949	0.713894	0.624182	0.360109	0.0105131	0.773225	0.672399	1.02294	0.0101182	-2.26087	-6.90555	3.77912	-4.36452	-3.99589	-0.331545	-0.80692	-0.298058	4.40408	-1.9853	3.19296	0.0727693	0.103094	0.0747038	0.189934	0.250069	0.251007	0.0838931	0.0329	1.14142	2.15026	5.50149	-1.84188	3.57842	-3.92856	-6.5428	-4.61821	-1.12822	-0.950336	-0.128084	3.20879	-1.21257	4.1566	-1.94398	3.91629	-4.06144	-6.4073	-4.23441	-1.81641	-0.742647	0.024533	4.55401	1.24009	1.10717	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16228	2.14467	-2.42345	3.34539	-4.14308	-6.79611	-3.92764	-0.725235	-0.804095	-0.321825	3.78169	0.398246	1.72532	-2.62938	3.5736	-4.17569	-6.85141	-2.92276	0.0536177	-0.932213	-0.108753	4.36097	0.537579	2.30977	-2.24805	3.52672	-3.90374	-6.69288	-4.43602	-0.0642691	-0.916924	-0.323472	4.40068	-0.0210922	1.21655	-2.19877	3.60185	-4.15932	-6.81579	-4.22801	0.408314	-0.991328	-0.235455	4.14488	-1.71904	4.2495	-2.70816	3.88807	-4.01307	-6.59869	-4.12545	1.3978	-1.58207	-0.481783	2.90662	-1.50841	0.704276	-1.97633	3.80654	-4.42866	-6.70511	-4.74488	-0.712023	-1.23648	-0.317036	3.70347	-0.339036	0.880068	-2.29829	3.75244	-5.67084	-6.74145	-3.12192	-0.635216	-0.635894	0.0547149	2.68094	-1.17663	3.26384	-2.50536	3.54507	-5.68155	-6.8031	-2.57978	-0.824118	-0.344701	-0.25592	3.98937	1.14834	0.35951	-2.10917	4.17988	-5.34925	-6.84904	-3.81261	-1.07388	-0.587351	0.112028	1.84338	-2.58051	2.27679	-1.042004e+02	-5.331870e+02	-6.373874e+02
43500	0.468501	0.935008	0.86128	0.778585	0.821487	0.400192	0.0102579	1.12869	0.974336	0.812833	0.0109314	-1.92827	-6.64612	4.25786	-3.85899	-3.99273	0.0889312	-1.18999	-0.324069	2.98107	-0.49437	3.03065	0.106833	0.0395966	0.055439	0.244266	0.295175	0.622097	0.184321	0.180745	1.5132	2.75029	8.07508	-1.80557	3.98091	-3.89824	-6.51651	-4.5683	-1.01228	-1.2079	-0.302941	3.08335	0.686237	-1.35744	-1.88433	3.96741	-3.56598	-6.50988	-4.54005	-2.21125	-1.42275	-0.380463	4.32475	1.38147	1.19918	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16229	2.14467	-2.46821	4.28607	-4.75831	-6.78233	-3.89768	0.682191	-0.815098	-0.849612	3.23023	-1.03974	4.23938	-2.42982	4.33112	-4.22633	-6.48243	-3.07759	-0.721021	-0.704376	-0.47063	3.82411	-0.0686979	1.78911	-2.73653	3.91808	-4.92618	-6.64189	-3.97415	1.09758	-1.50995	-0.790012	3.84283	-0.744975	1.91775	-2.04353	4.02924	-4.12411	-6.41598	-3.95273	-0.235628	-1.71184	0.022098	4.10304	0.245037	0.116148	-2.00108	4.2554	-4.41029	-6.6081	-3.9833	0.771857	-1.62589	0.132519	2.7406	-1.09869	-1.691	-1.91641	4.00301	-3.9917	-6.34404	-4.87088	0.0510519	-1.72705	0.0160074	3.41686	-0.722564	0.919162	-2.19692	4.17228	-4.10465	-6.71099	-3.86841	-1.15133	-0.331149	-0.225446	3.09435	-1.0915	0.902376	-1.81358	3.77622	-4.44085	-6.74645	-2.74486	-0.281125	-0.958525	0.506541	3.78966	1.14005	1.76868	-2.10917	4.17978	-5.34925	-6.84903	-3.81261	-1.07388	-0.587449	0.112028	1.84338	-2.58051	2.27679	-1.298189e+02	-5.383523e+02	-6.681712e+02
43550	0.504516	0.9412	0.944877	0.79402	0.751529	0.401262	0.011571	0.779087	0.671152	0.910722	0.0119391	-2.37091	-6.57523	3.77971	-4.28002	-3.94291	-1.59881	-1.13596	-0.116829	3.83137	-1.52622	-0.0898831	0.272907	0.265626	0.0492724	0.341532	0.143752	0.688571	0.0971385	0.0551879	1.91459	5.50434	1.92892	-2.50709	3.73362	-4.69617	-6.68609	-4.10251	-1.81284	-0.828166	-0.405724	4.05779	-0.15784	1.29302	-2.23321	3.96338	-4.82672	-6.21995	-4.32776	-2.32207	-1.21808	-0.289236	4.46278	1.75752	1.52133	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16229	2.14467	-3.13098	3.63616	-3.91352	-6.88784	-3.74167	-0.186437	-0.981322	-0.547443	4.19519	-0.605547	0.884735	-3.74369	3.92127	-3.46788	-6.45327	-3.31336	-0.677233	-0.880185	-0.407672	3.83595	0.155034	1.84185	-2.98505	3.65544	-4.91891	-6.71018	-4.60059	0.306881	-0.933481	-0.960738	4.20077	-0.508351	-0.0278173	-2.53479	3.89707	-4.85041	-6.82502	-4.03403	0.233755	-0.903398	-0.0544475	4.58907	-1.12661	0.677605	-1.93451	4.28778	-4.59842	-6.50601	-4.001	1.36481	-0.698664	0.223002	2.7387	-1.52993	-0.762107	-3.37285	3.62701	-5.24793	-6.79806	-4.30679	0.00789255	-0.626219	0.421407	3.58257	-0.909514	0.514945	-2.98744	3.91888	-4.73876	-6.82655	-3.72005	-2.18071	-0.797522	-0.213919	2.70388	-1.78231	2.30455	-3.11149	3.97755	-4.8918	-6.67667	-2.9679	-0.530709	-0.876012	0.0631737	3.49166	0.989001	2.20256	-2.10917	4.17978	-5.34886	-6.84903	-3.81261	-1.07388	-0.58738	0.112027	1.84338	-2.58051	2.27679	-1.300010e+02	-5.338007e+02	-6.638018e+02
43600	0.657533	0.98997	0.893778	0.681197	0.692933	0.340561	0.0109027	1.01449	0.806821	0.918034	0.0113812	-2.98179	-6.46566	3.83132	-4.2928	-4.06022	-1.47882	-0.882666	-0.0450948	4.28188	-0.442585	2.519	0.206145	0.17672	0.0964559	0.157017	0.243626	0.322388	0.075693	0.109613	2.09234	3.55325	2.75692	-2.45143	3.46429	-4.48238	-6.68029	-4.70994	-2.12896	-0.807215	-0.393396	4.08954	-0.246405	3.31456	-2.14496	3.12311	-4.64719	-6.11447	-4.20281	-3.10262	-1.09463	-0.458209	4.291	1.84189	1.69714	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16229	2.14467	-3.04343	3.94287	-4.04555	-6.89148	-3.95935	-1.08328	-0.927682	-0.0541264	4.58637	-0.145543	0.377236	-3.45794	3.89937	-3.75253	-6.35389	-3.39363	-0.798843	-0.573042	-0.122541	4.00917	0.255967	1.46256	-3.22624	3.33863	-3.76174	-6.86502	-4.65008	-1.2937	-0.396527	0.149455	4.06514	-0.453475	-0.345085	-3.47322	3.61624	-3.88265	-6.5977	-4.22191	-0.302882	-0.457421	0.037107	3.6312	-0.577894	1.42272	-3.85221	3.9075	-3.91656	-6.06444	-4.04023	1.07093	-1.05038	-0.160409	2.47803	-1.27653	-0.107298	-2.80809	4.00878	-3.49631	-6.57661	-4.79542	-0.00190993	-0.841868	0.448314	3.91525	-0.979654	0.224626	-2.57981	3.80729	-4.50478	-6.63507	-3.77971	-1.8475	-0.512977	0.105411	3.73715	-0.923066	1.87606	-2.95173	3.8206	-5.12837	-6.64391	-2.53542	-1.64165	-0.440966	0.615965	3.53649	1.14741	-1.35799	-2.10917	4.17984	-5.34863	-6.84903	-3.81261	-1.07388	-0.587262	0.112027	1.84338	-2.58051	2.27679	-1.243834e+02	-5.418900e+02	-6.662733e+02
43650	0.51702	0.989062	1.0235	0.83878	0.834995	0.35485	0.0105431	1.08767	0.862525	0.971183	0.0121211	-2.30825	-6.70955	4.05884	-4.31128	-3.48923	-0.108229	-0.740146	0.046886	3.45993	-1.17768	1.8949	0.120081	0.187967	0.11521	0.0479739	0.372873	0.38051	0.0369503	0.0794025	0.639935	1.22789	1.51286	-2.56736	4.09068	-4.08171	-6.27686	-4.45167	-1.17198	-0.952926	0.243323	3.70249	0.32875	2.13859	-2.22456	4.08138	-3.89543	-5.90769	-4.05231	-1.69653	-0.905924	-0.164124	4.28565	1.62348	1.81507	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16229	2.14467	-2.27814	3.5814	-4.35171	-6.69213	-3.23779	-0.240917	-0.680571	0.193571	2.97588	-1.10834	0.724439	-2.39986	4.09006	-4.62027	-6.34412	-3.65682	0.035522	-0.408038	-0.207985	4.18546	-0.361843	1.74118	-2.63265	3.7917	-4.30561	-5.9698	-3.86727	1.19696	-0.511067	0.0258123	3.95654	-0.14881	-0.0998619	-2.22326	4.34484	-4.11158	-6.73861	-3.3276	0.0697281	-0.725086	0.30577	3.64983	-1.13303	0.928608	-1.97115	3.97917	-4.04475	-6.33164	-3.73354	0.215755	-0.980062	0.0901612	2.37355	-0.551438	-0.774932	-1.86531	4.25436	-4.13005	-6.50237	-4.97088	-0.0848571	-0.854313	0.536422	3.8595	-0.950598	-0.0627691	-2.1577	4.05628	-4.91688	-6.50285	-3.36361	-0.588431	-0.720967	-0.246854	2.93138	0.226859	1.55055	-2.15632	3.38696	-4.81235	-6.88502	-2.93666	-0.791865	-0.72806	-0.607818	3.44365	0.732671	1.15798	-2.10917	4.17989	-5.35	-6.84903	-3.81261	-1.07388	-0.587099	0.112028	1.84338	-2.58051	2.27679	-1.070076e+02	-5.358031e+02	-6.428107e+02
43700	0.576418	1.11054	1.10783	0.876261	0.921554	0.438971	0.0101692	1.00514	0.745263	0.877548	0.0113834	-2.43765	-6.10083	3.87957	-5.52532	-4.29223	-0.581664	-0.755823	-0.275684	4.38414	-1.54339	0.171681	0.135179	0.266333	0.0503558	0.134983	0.157353	0.119752	0.184478	0.163857	1.10819	2.25047	1.40376	-1.99691	4.05276	-4.54393	-6.05666	-4.54145	-0.68682	-0.325215	-0.657212	4.09838	-0.458371	1.37764	-1.7436	4.224	-4.58549	-5.68303	-4.22592	-1.39166	-0.62561	0.110537	4.37886	1.49498	1.62765	-2.10316	3.57349	-3.85725	-6.78854	-5.40119	-1.01965	-1.02053	-0.28382	3.81208	-1.16229	2.14467	-2.16341	4.04215	-5.21893	-6.51091	-3.98438	-0.136206	-0.558885	0.0494392	4.27964	-1.31315	0.595508	-2.2148	4.10197	-4.90988	-6.42186	-3.49623	0.424226	-0.611269	0.109478	4.29186	-0.287665	1.80927	-2.21356	3.98631	-5.27872	-6.60442	-3.7834	0.128596	-0.0891249	-0.24805	4.02804	-0.284067	1.5409	-2.62994	3.88067	-5.42193	-6.50926	-4.69608	0.035952	-0.681807	-0.0473612	2.67732	-0.0376002	-0.977359	-3.09217	4.0145	-5.68046	-6.41664	-4.19551	0.762648	-1.15037	0.565478	2.97819	-1.07567	-0.535082	-2.95983	3.86268	-4.74252	-6.61486	-4.60513	0.103914	-0.943167	0.110601	3.49147	-1.01454	0.41251	-2.41708	4.12875	-5.36312	-5.96352	-3.80292	-0.519125	-0.818004	0.132612	3.4946	-1.45045	1.34343	-1.75946	4.25928	-4.62027	-6.30019	-3.60421	-0.344052	-0.976995	0.724377	3.58933	0.770002	0.513228	-2.10917	4.18013	-5.34843	-6.84903	-3.81261	-1.07388	-0.587132	0.112027	1.84338	-2.58051	2.27679	-1.110241e+02	-5.373905e+02	-6.484146e+02
