iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
40900	-1.97054	-1.66789	-2.15814	-1.16311	0.919168	2.10305	6.67125	-3.16374	2.06641	2.09319	0.140865	0.291196	0.0630672	0.0960927	0.362057	0.128696	0.0828738	0.439779	0.0998415	0.581395	0.0186057	-1.80955	-1.76814	-1.947	-1.28565	1.3201	1.64563	6.90184	-3.55276	2.295	1.66865	-2.29254	-1.69013	-1.81417	-1.85459	1.40366	1.62018	6.72277	-3.20534	2.15131	0.943866	-1.80199	-1.53601	-1.89784	-1.11581	2.11901	1.07141	6.79333	-3.40042	1.91984	1.89603	-2.19295	-1.3654	-2.10323	-1.42917	0.39605	1.5952	6.41257	-3.56103	2.26153	0.0314225	-1.79639	-1.79288	-2.18572	-1.60619	1.90125	1.6589	6.55934	-2.97173	2.13627	2.25372	-1.51304	-1.95044	-1.92006	-1.49173	1.15493	2.18711	6.89695	-1.95699	2.0103	1.0705	-1.92809	-1.97292	-2.05204	-1.08096	0.582617	1.74482	6.44909	-3.70222	2.19424	0.689976	-1.45424	-1.59696	-1.90369	-1.50583	1.89503	1.67222	6.36446	-3.96501	1.85893	1.9333	-1.37171	-2.2693	-1.70531	-1.08799	1.49796	1.34609	6.36689	-2.94399	2.05924	1.97959	-1.21006	-1.03044	-2.17309	-0.949319	2.02424	1.11937	6.61924	-3.54479	1.98542	1.67035	-1.80481	-2.0359	-1.66058	-1.42259	2.09257	2.09341	6.74581	-2.78635	1.88937	2.04748	-1.87334	-2.18037	-1.69462	-1.09618	0.972246	2.01556	6.69755	-2.48167	2.22685	1.03428	-1.56363	-1.61491	-2.04482	-1.32805	0.323064	1.96462	6.81826	-2.96661	2.18836	0.132538	-3.372943e+01	6.180200e+01	2.807257e+01
41000	-2.07282	-2.00006	-1.70654	-2.35956	1.1902	1.80177	6.58469	-3.32384	2.09807	0.658979	0.373396	0.293478	0.420823	0.206364	0.441643	0.091229	0.114893	0.255198	0.0723138	0.688473	0.0262074	-1.82392	-2.17373	-1.57596	-1.32314	1.24061	1.62139	6.63947	-3.01947	2.17521	1.19724	-2.01755	-2.20715	-1.6687	-1.5978	0.912274	1.83088	6.53685	-3.14257	2.19481	0.893784	-1.6134	-2.2571	-1.60899	-1.79395	1.95605	1.73686	6.29868	-3.2688	2.01389	1.93531	-1.1778	-2.15916	-1.62192	-0.863569	0.0563197	2.04869	6.56127	-3.95648	2.23916	0.471571	-0.898055	-2.23447	-1.26149	-1.41465	1.31027	2.24494	6.68514	-3.31821	2.24536	2.01544	-2.10694	-1.61961	-1.95216	-1.39448	1.10312	2.10327	6.83932	-3.18553	2.03052	0.997694	-2.05958	-1.49487	-1.43651	-1.00027	0.533669	1.504	6.82527	-2.67369	2.13025	0.206686	-0.990161	-1.00983	-1.23638	-2.2244	2.2679	1.631	6.79753	-2.26354	2.15822	2.14695	-2.09571	-2.29307	-0.901092	-1.27038	1.87029	1.65554	6.80426	-2.59123	1.83211	1.88224	-2.16874	-2.00388	-0.799518	-0.854768	1.83724	1.60491	6.62303	-2.62725	2.18374	1.71236	-2.00098	-1.57083	-1.56524	-1.56042	2.12719	1.6461	6.67325	-2.79056	2.22412	2.18991	-1.74354	-2.04548	-1.43411	-0.61499	0.723026	1.21958	6.32138	-2.71314	2.24628	0.887702	-2.17315	-1.89903	-0.599273	-1.00151	0.0177498	1.70412	6.59977	-3.06706	2.04228	-0.119733	-5.782058e+01	5.304705e+01	-4.773528e+00
41100	-1.39907	-2.0589	-1.65129	-1.29874	1.25408	1.70721	6.40382	-3.55565	1.74467	1.70649	0.0410243	0.121549	0.068935	0.0993511	1.48255	0.130062	0.056248	0.104913	0.0604958	0.406385	0.0252657	-1.33244	-2.00455	-1.47814	-1.27286	2.28919	1.7125	6.64835	-3.59606	2.01786	1.13434	-1.42926	-2.28752	-1.37088	-1.14379	1.13508	1.28614	6.43424	-3.74359	1.74728	0.661825	-1.59218	-2.16847	-1.76297	-1.85881	1.677	1.92065	6.39796	-3.3551	2.04094	1.56696	-1.67554	-1.67572	-1.89819	-1.08401	0.214656	1.33395	6.12551	-3.74555	2.16915	0.169222	-1.3036	-1.37002	-1.60048	-1.60198	1.86486	1.62999	6.62684	-3.95757	2.21088	2.20398	-1.75129	-2.03366	-1.22322	-0.758735	1.19433	1.66021	6.6475	-3.6877	1.52314	1.00814	-1.00669	-1.61271	-1.61918	-1.26515	0.738322	1.98265	6.83792	-3.73656	2.03244	0.48029	-1.46832	-1.8641	-1.81249	-0.799735	1.95332	1.26493	6.56164	-3.82807	1.55436	1.67529	-1.21402	-2.01151	-1.841	-1.25388	1.48401	1.87669	6.67054	-3.27476	1.77642	1.71084	-1.17118	-1.97796	-1.81851	-0.762104	1.57298	1.42766	6.23465	-3.83895	2.09815	1.65661	-1.32074	-1.70355	-1.59962	-1.93556	1.98418	2.2584	6.59649	-3.09952	2.14918	1.95322	-1.08063	-2.27149	-1.5429	-0.857115	0.905692	1.95662	6.62206	-3.5183	2.0662	0.758583	-1.28039	-1.59608	-1.47814	-1.55255	0.349781	1.8028	6.53236	-3.52678	2.00239	-1.42428e-06	-3.369936e+01	5.670853e+01	2.300917e+01
41200	-0.405695	-1.84456	-1.89272	-1.58969	1.64713	2.27819	6.84343	-3.38067	2.19046	0.964599	0.363118	0.14342	0.312798	0.0855529	0.396958	0.327366	0.1382	0.0543297	0.15713	0.860108	0.0248286	-1.4145	-2.02172	-2.2381	-1.31442	1.40023	1.98723	6.42051	-3.45846	2.09128	1.67089	-2.07632	-2.28139	-1.44517	-1.28068	1.04966	1.11679	6.22645	-3.63382	2.24808	0.904116	-1.14181	-2.1184	-2.20341	-1.65619	1.63098	1.68624	6.25064	-3.70432	1.9985	1.47224	-2.21946	-2.22812	-1.9809	-0.916782	0.185105	1.591	5.99265	-3.4118	1.5741	-0.147023	-1.60743	-1.91242	-2.25821	-1.23812	1.75179	1.96242	6.84721	-3.77261	1.68566	2.04713	-1.99393	-1.63725	-2.13101	-0.910753	1.26706	1.65082	6.7204	-3.74434	1.72557	1.26716	-1.48086	-1.78685	-1.79499	-1.81868	0.657324	2.26399	6.43264	-3.34875	2.08228	0.744481	-1.64499	-2.01789	-1.74164	-1.71209	1.79247	2.01003	6.28768	-3.37758	1.85458	2.19299	-1.59402	-2.06435	-1.74946	-1.50899	1.6201	1.77613	6.34829	-3.33553	2.17273	2.24716	-0.919372	-1.96692	-1.68765	-1.13328	1.50465	1.66991	6.06157	-3.49026	2.06393	1.86805	-1.07834	-2.25634	-2.14828	-1.54651	2.10504	2.14134	6.42599	-3.1395	1.40601	2.05737	-2.02355	-2.063	-2.2955	-1.00513	0.706249	2.18565	6.84287	-3.18727	2.00388	0.437807	-1.55544	-2.13703	-1.86643	-1.3905	-0.107602	1.80619	6.0769	-3.84698	2.1653	0.0763254	-4.393960e+01	5.764800e+01	1.370839e+01
41300	-0.346752	-2.21544	-2.18854	-1.48286	1.29437	1.63987	6.81961	-3.46807	2.13582	0.822035	0.0816929	0.116228	0.403802	0.0680608	0.404299	0.284191	0.168741	0.137504	0.184095	1.6859	0.0211439	-0.63953	-2.20059	-1.82068	-1.30019	1.07986	1.98894	6.6039	-3.72276	2.22171	1.65591	-0.608643	-2.07304	-1.83714	-1.3401	1.46943	1.62635	6.7042	-3.74507	1.76367	1.00814	-0.98132	-2.12812	-1.09056	-1.32974	1.70304	1.82641	6.78727	-3.34195	2.08874	1.72999	-0.815777	-1.34885	-1.54564	-1.22585	0.371172	1.53313	6.49767	-3.2285	2.25805	0.0764081	-0.63419	-2.28697	-0.951366	-0.975126	1.43564	1.59516	6.35561	-3.91808	1.77838	2.11987	-0.681937	-1.86234	-1.92427	-0.888042	1.1369	1.55793	6.53896	-3.95858	1.63547	0.943849	-0.926856	-2.14698	-1.395	-1.18146	0.317494	2.01974	6.43907	-3.7286	2.24362	0.593158	-0.482841	-2.22774	-1.43465	-1.54783	1.38869	2.22182	6.28108	-3.54821	2.21127	2.05181	-0.590521	-2.26415	-2.18591	-0.954008	1.4651	1.28818	6.24731	-3.69072	1.93699	1.99286	-0.665492	-1.97606	-1.93539	-1.26617	1.34166	2.18358	6.46259	-3.67621	1.97825	1.59846	-0.751489	-1.99604	-1.4741	-1.09523	1.87893	1.9002	6.50277	-3.53799	2.07076	2.23607	-0.344946	-2.15463	-1.56962	-1.22597	0.738076	2.02091	6.38969	-3.56787	2.15513	0.857067	-0.56171	-1.81377	-2.07854	-1.70083	0.364318	1.86605	6.16504	-3.478	1.77969	-0.0906251	-2.745640e+01	5.852755e+01	3.107116e+01
41400	-1.14565	-1.77932	-2.19582	-1.04812	1.34082	1.75576	6.14349	-3.67252	2.20442	1.70199	0.0931614	0.17879	0.281953	0.122588	0.710938	0.202092	0.130048	0.251254	0.0896731	0.690478	0.0292601	-1.10983	-1.87362	-1.77634	-1.22387	1.6684	1.69761	6.49273	-3.98377	2.23098	1.95577	-1.46782	-1.44319	-1.89704	-2.31976	1.44843	1.68318	6.49621	-3.16012	1.91259	0.859493	-1.21119	-2.07322	-2.21959	-1.68421	1.70016	1.41804	5.95134	-3.83493	2.02112	1.51539	-1.04283	-1.62001	-1.82385	-0.843902	0.221877	1.53935	6.52757	-3.67151	2.23953	0.144117	-1.10155	-2.17829	-0.567439	-1.12432	1.38772	1.92227	6.53624	-3.51399	1.95656	1.96834	-1.79475	-1.76276	-1.98106	-1.6372	1.25642	2.12057	6.55299	-3.17741	1.95038	1.23215	-0.90267	-1.95715	-1.03351	-1.73919	0.369936	1.97361	6.08928	-3.64538	2.14015	0.423956	-1.42044	-1.94917	-2.23969	-1.19514	1.68819	1.71385	6.5308	-3.11806	1.96931	2.15116	-1.14472	-1.69529	-2.15715	-1.02296	1.51912	1.37934	6.74814	-3.56583	2.18362	1.78699	-1.43453	-1.51887	-2.11653	-1.51789	1.98794	1.60664	6.14152	-3.45539	2.21419	2.10413	-0.50351	-2.16251	-1.61959	-1.1493	2.03316	1.74944	6.43256	-3.67244	1.5597	2.12465	-1.0584	-1.67671	-1.78788	-1.497	1.23083	1.78453	6.4383	-3.33857	1.92128	0.686018	-1.0145	-1.9317	-1.86868	-1.03732	0.0665946	1.1341	5.93516	-3.00504	2.00504	-0.109986	-5.150918e+01	5.531023e+01	3.801050e+00
41500	-1.10045	-1.77273	-1.85527	-1.31919	1.78487	1.72252	5.50745	-3.57509	2.12413	2.26688	0.257595	0.23243	0.141733	0.104707	0.370785	0.0607597	0.505846	0.0920525	0.0862113	1.60555	0.0224793	-1.36149	-1.97669	-2.07089	-1.29481	1.29652	1.53838	6.6383	-3.90618	2.29781	1.9684	-0.492417	-1.33967	-2.0072	-1.64484	1.19352	1.16409	6.58829	-3.94203	2.27977	0.840969	-1.68349	-1.84723	-1.91413	-1.4986	1.85498	1.39801	6.51001	-3.67825	2.1553	1.80572	-0.961557	-1.67136	-1.91382	-1.03479	0.143708	1.5558	6.37119	-3.51445	2.29755	0.21216	-1.90797	-2.04354	-2.05297	-1.42865	1.56573	2.19712	6.66169	-3.84127	2.13468	2.26393	-1.27887	-1.12572	-2.06759	-1.37094	1.56204	1.38181	6.54738	-3.61337	2.22853	1.63676	-0.928958	-1.66017	-2.14334	-1.55483	0.670188	1.72138	6.27338	-3.83789	2.28109	0.583502	-1.04945	-1.79156	-2.13245	-1.59429	1.86841	1.5868	6.15833	-3.47182	2.26706	2.27902	-0.977538	-1.52255	-1.62353	-1.57815	1.75249	1.64904	6.72083	-3.37094	2.24196	2.11812	-1.10031	-1.76542	-1.46894	-0.790876	1.67138	0.972686	5.94868	-3.79181	2.1437	1.85502	-1.3767	-1.96887	-1.87105	-1.29875	1.85464	1.42155	5.90859	-3.70151	2.06186	2.0839	-0.753519	-2.15136	-2.26781	-0.700267	1.03442	1.81739	6.66183	-3.56016	1.52247	0.620423	-1.26939	-1.85866	-2.01205	-1.02048	0.14983	1.18624	6.03065	-3.93343	2.1605	-0.0174786	-3.936779e+01	6.451820e+01	2.515040e+01
41600	-1.25976	-1.15393	-1.45999	-1.89279	1.42633	2.0945	6.70148	-3.5875	1.8654	0.272635	0.0899139	0.0816868	0.0892265	0.0965112	0.700516	0.151898	0.236041	0.131344	0.091826	0.334139	0.0227323	-1.03692	-1.69801	-1.15501	-1.43369	1.91026	1.70392	6.75533	-2.89027	2.17541	1.11539	-1.07374	-1.47054	-1.07516	-1.55577	1.57106	0.997663	6.66648	-3.17015	1.87381	0.905241	-0.959214	-1.98166	-0.726336	-1.44713	1.95173	1.34795	6.36205	-3.58271	2.02948	1.8532	-1.40093	-1.69273	-0.534895	-0.911729	0.517008	1.8206	6.86827	-2.22118	2.15104	0.312759	-1.10458	-1.53068	-0.980192	-1.54699	1.87519	1.7753	6.782	-2.812	2.29737	2.21873	-1.69818	-1.49652	-1.06456	-1.72848	1.25114	1.82828	6.47809	-2.35645	1.92535	0.913275	-1.13493	-1.93973	-1.50411	-1.13692	0.816953	2.0853	6.79532	-2.88763	1.74955	0.64788	-1.29873	-1.37029	-0.898606	-1.64436	1.40986	1.72328	6.61225	-2.69985	2.16701	0.996388	-1.52105	-1.67329	-0.993783	-1.59916	1.68436	1.43634	6.4493	-2.85448	2.27747	1.90138	-1.72554	-1.47409	-0.961088	-1.67094	2.06534	1.73744	6.31967	-3.04504	2.2607	2.1948	-1.22951	-1.85958	-1.61258	-1.13144	2.20162	1.51255	6.72122	-2.69439	1.93302	2.04675	-1.79649	-1.7726	-0.75616	-1.31117	0.776981	2.05962	6.68838	-2.81572	2.1549	0.587275	-0.938153	-1.44595	-0.825806	-1.57093	0.331049	1.17376	6.03692	-2.80927	2.24604	0.14003	-4.370392e+01	4.990169e+01	6.197764e+00
41700	-0.903147	-1.95544	-1.23157	-1.33895	0.784612	2.22416	6.72735	-3.79098	1.87517	1.0014	0.278789	0.163472	0.238496	0.0940437	0.233018	0.140388	0.119413	0.177995	0.0834569	0.670099	0.031755	-0.591103	-2.01201	-1.65484	-1.41587	1.34073	1.75076	6.84249	-3.35159	1.95013	1.24407	0.0274428	-1.7907	-2.04141	-1.36961	1.447	1.55705	6.77114	-3.45435	1.43784	0.726108	-0.488097	-1.90219	-1.05427	-1.71628	1.62993	1.67647	6.49497	-3.07869	2.29943	1.75444	0.00616997	-1.01456	-1.52172	-1.36018	0.635885	1.64974	6.71914	-3.42568	1.83372	-0.0697771	0.126698	-2.00901	-1.28245	-1.26628	1.66926	1.97174	6.67064	-3.30943	2.07287	2.27532	-0.309792	-1.55843	-0.951451	-1.44627	0.941803	1.67906	6.34809	-3.88471	2.22323	1.03592	-0.20356	-1.31783	-1.67643	-1.63393	0.92939	2.01369	6.74039	-3.58899	2.22153	0.716014	-0.936712	-1.80935	-1.65904	-1.40817	2.2674	1.51349	6.8815	-2.48753	1.7768	2.10524	-0.999925	-1.47349	-1.64433	-1.59497	1.84853	1.29662	6.5649	-2.7251	1.99084	2.01475	-0.773684	-1.75892	-0.0291924	-1.09486	1.73496	1.52121	6.30404	-3.09401	1.92822	1.50163	-0.650517	-1.90599	-1.58667	-1.14404	1.94477	1.61089	6.54665	-2.95066	2.11521	1.83677	-0.536972	-1.69818	-0.863371	-1.20893	1.37052	1.62076	6.52929	-3.42516	1.93865	0.845931	-1.10199	-1.51892	-1.5874	-1.34084	0.506788	1.70267	6.81057	-2.90321	2.1789	0.13458	-4.772350e+01	5.035658e+01	2.633087e+00
41800	-1.98176	-1.55506	-0.40695	-1.2694	0.678614	0.904958	6.5342	-3.64213	2.18651	1.37803	0.418171	0.0492901	0.434575	0.125181	0.715672	0.107329	0.0785718	0.14746	0.0315625	0.318548	0.0196223	-2.00365	-1.71959	0.00398898	-1.27866	1.24786	1.56731	6.56108	-3.40065	2.24322	1.34281	-1.86352	-1.8497	1.10758	-1.3248	1.08894	1.37189	6.72893	-3.28591	2.08213	0.788082	-1.08153	-1.78023	0.0857431	-1.24211	2.05475	1.26328	6.54471	-3.516	2.10545	2.26054	-1.60513	-1.56335	-0.72233	-0.928127	0.351143	1.15336	6.31965	-3.5485	2.24111	0.13541	-1.87238	-1.80596	0.239917	-1.55449	1.86533	1.4982	6.20793	-3.02277	2.0379	2.15289	-2.01435	-2.01828	0.024946	-1.13389	1.13459	1.78073	6.38614	-2.85634	2.13885	1.5151	-1.48415	-1.74259	0.283298	-1.1786	0.268143	1.73511	  6.6	-3.64564	2.1554	0.0919433	-1.18412	-2.18742	0.292644	-1.00504	1.31418	1.68663	6.28665	-3.3735	2.1041	2.02421	-1.53592	-1.62833	0.602495	-0.83208	1.5484	1.25989	6.85121	-3.58236	2.16034	1.89918	-1.78354	-1.97681	-0.28902	-0.936065	1.49882	1.98601	6.54079	-3.57311	2.13971	1.65154	-1.84624	-1.61035	-0.544453	-1.35912	2.0706	1.4995	6.34995	-3.72209	2.03902	2.0583	-1.61246	-1.64714	0.132674	-0.947414	0.915544	1.43096	6.58312	-3.66901	2.22528	0.717203	-2.02745	-1.70873	-1.03157	-1.13657	0.150862	1.25201	6.37781	-3.21631	2.27952	0.0363052	-3.972447e+01	5.149089e+01	1.176642e+01
41900	-1.93275	-2.05685	-0.455184	-1.32472	1.03399	1.28043	6.78834	-2.7841	2.29538	1.74303	0.0695786	0.104583	0.215302	0.092909	0.662653	0.0528153	0.103597	0.062626	0.101247	0.497717	0.0176554	-2.227	-1.86428	-1.16031	-1.17569	1.8224	1.41698	6.79417	-2.96701	2.25067	1.18513	-2.12275	-1.72611	-0.622281	-1.61163	1.24192	1.595	6.8695	-2.73204	2.18001	0.970473	-2.22087	-2.06521	-1.0392	-1.3437	2.01936	1.31898	6.69054	-3.11262	2.13931	1.93749	-1.7511	-1.45487	-1.0303	-1.15345	0.501088	1.63032	6.60828	-3.21149	2.01133	-0.0398492	-2.13801	-1.7695	-1.47097	-1.18913	1.87836	1.63688	6.79496	-3.33041	2.04426	2.2564	-2.17555	-1.71127	-0.785474	-0.967942	1.12689	1.66549	6.77411	-3.1366	1.81394	1.01038	-2.0376	-1.68147	-0.703698	-0.799215	0.645307	1.44355	6.69304	-3.13026	2.18257	0.566856	-2.1745	-1.7033	-1.62724	-0.816644	1.81195	0.974388	6.54283	-2.91213	2.10745	2.20825	-1.91597	-2.02465	-1.00939	-0.95986	1.47516	1.52719	6.67114	-3.12458	1.814	1.60087	-2.0694	-1.75841	-0.688174	-1.22867	1.5683	1.24655	5.88709	-2.94344	2.25742	1.59446	-2.08188	-1.43015	-0.874508	-1.30612	2.23931	1.58055	6.83569	-2.91461	2.12322	2.16646	-2.27002	-1.64967	-1.22881	-1.13529	1.14805	1.76716	6.73019	-2.99089	2.18654	1.02958	-2.15441	-1.65054	-0.799558	-0.800944	0.104681	1.43575	6.82571	-3.4208	2.23629	-0.184074	-1.273110e+01	6.560436e+01	5.287326e+01
42000	-1.11442	-1.40362	-0.216523	-1.48364	1.11455	1.59302	6.8652	-3.91914	2.25075	0.744779	0.222268	0.0329438	0.842333	0.102772	0.32499	0.0461325	0.0897973	0.188239	0.0406896	0.769441	0.0265387	-1.46118	-1.53375	-0.316558	-1.30561	1.55585	1.54313	6.83514	-3.93528	2.26726	1.22179	-1.4298	-1.73415	0.390481	-1.60942	1.01635	1.36564	6.61302	-3.69805	2.27876	0.656523	-1.57971	-1.73632	-0.250699	-1.07187	1.91048	1.56525	6.88921	-3.98856	2.12651	1.97729	-1.80546	-1.55348	-1.00123	-1.19141	0.498866	1.78691	6.69873	-3.07708	2.24975	0.325426	-1.23506	-1.40807	0.721841	-1.36737	1.92659	1.60071	6.82395	-3.89027	1.9332	2.11952	-1.9036	-1.62796	-0.194579	-0.96044	1.06765	1.752	6.90913	-3.18591	2.25658	1.43308	-1.18201	-1.56312	-1.64529	-1.10308	0.749918	1.70171	6.75776	-3.85032	1.97421	0.457231	-1.52189	-1.43248	-1.17408	-1.50196	1.76561	1.63858	6.5282	-3.95566	1.96377	1.45783	-1.54677	-1.70552	-1.35045	-1.05949	1.6351	1.32857	6.60585	-3.64468	1.95388	1.86154	-1.39653	-1.7626	-0.549176	-0.91688	1.89239	1.83963	6.80748	-3.64656	1.91778	1.93908	-1.29685	-1.81218	0.978626	-1.14589	1.97254	1.60962	6.55811	-3.81105	2.00227	2.18986	-2.05934	-1.49367	-0.553524	-1.42203	1.18599	1.38584	6.32215	-3.29398	2.2609	0.999782	-1.80239	-1.26369	-1.23879	-1.06476	0.555582	1.34479	6.76705	-3.38023	2.05536	-0.0416526	-3.020756e+01	5.262635e+01	2.241878e+01
42100	0.024573	-1.8934	-1.80977	-0.864316	1.96652	2.08493	6.75086	-3.69008	2.25852	1.74969	0.0893285	0.10541	0.165889	0.123866	0.219312	0.122287	0.191104	0.134849	0.168197	1.28208	0.0205631	-0.0406045	-1.80024	-2.17787	-1.45562	1.48654	1.66153	6.69373	-3.45304	2.11485	2.27314	0.12858	-1.62638	-1.79179	-1.80255	1.44285	1.36437	6.58967	-3.98646	2.1394	1.10255	-0.411035	-1.62749	-1.9967	-1.41274	1.98932	1.3726	6.77917	-3.61275	2.25583	2.10293	0.04301	-1.26573	-1.80595	-1.37269	0.589047	1.43654	6.29098	-3.66469	2.20258	0.319509	-0.142912	-1.86687	-2.11621	-1.47176	1.84066	1.94258	6.54817	-3.86935	1.77857	2.2248	-0.00784308	-1.72075	-2.10072	-0.619364	1.05189	1.47886	6.82991	-3.49035	2.24851	1.30742	0.0442455	-1.76406	-2.0055	-1.28906	1.03924	1.50461	6.26319	-3.35401	1.91025	0.87117	-0.377881	-1.96735	-1.66669	-1.45124	2.17095	1.90963	6.55178	-3.35712	0.903223	2.18189	-0.168048	-1.99563	-1.87317	-1.26383	1.58327	1.86186	6.61981	-3.80834	1.71166	1.82935	0.144677	-1.66168	-1.34387	-0.892542	1.68946	1.61519	6.66641	-3.26466	1.89168	1.47987	-0.646473	-2.02531	-1.81049	-1.06953	1.98294	1.67552	6.31724	-3.77243	1.76235	2.18747	0.0755964	-1.669	-1.92657	-1.18014	1.34101	1.35481	6.26573	-3.36684	1.84723	1.12223	0.237029	-1.51412	-1.84903	-2.14861	0.249097	2.16257	6.31091	-3.50239	2.15069	-0.0402083	-3.455515e+01	6.046120e+01	2.590605e+01
