iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnC(1)	M_lnPKidTCAC(1)	M_lnPBrnTCAC(1)	M_lnPKidTCOHC(1)	M_lnPBrnTCOHC(1)	M_lnPKidTCOGC(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnPLivNDCVCC(1)	M_lnPKidNDCVCC(1)	M_lnPBrnNDCVCC(1)	M_lnPBodNDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnC(1)	V_lnPKidTCAC(1)	V_lnPBrnTCAC(1)	V_lnPKidTCOHC(1)	V_lnPBrnTCOHC(1)	V_lnPKidTCOGC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnPLivNDCVCC(1)	V_lnPKidNDCVCC(1)	V_lnPBrnNDCVCC(1)	V_lnPBodNDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnC(1.1)	lnPKidTCAC(1.1)	lnPBrnTCAC(1.1)	lnPKidTCOHC(1.1)	lnPBrnTCOHC(1.1)	lnPKidTCOGC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnPLivNDCVCC(1.1)	lnPKidNDCVCC(1.1)	lnPBrnNDCVCC(1.1)	lnPBodNDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnC(1.2)	lnPKidTCAC(1.2)	lnPBrnTCAC(1.2)	lnPKidTCOHC(1.2)	lnPBrnTCOHC(1.2)	lnPKidTCOGC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnPLivNDCVCC(1.2)	lnPKidNDCVCC(1.2)	lnPBrnNDCVCC(1.2)	lnPBodNDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnC(1.3)	lnPKidTCAC(1.3)	lnPBrnTCAC(1.3)	lnPKidTCOHC(1.3)	lnPBrnTCOHC(1.3)	lnPKidTCOGC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnPLivNDCVCC(1.3)	lnPKidNDCVCC(1.3)	lnPBrnNDCVCC(1.3)	lnPBodNDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnC(1.4)	lnPKidTCAC(1.4)	lnPBrnTCAC(1.4)	lnPKidTCOHC(1.4)	lnPBrnTCOHC(1.4)	lnPKidTCOGC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	lnPLivNDCVCC(1.4)	lnPKidNDCVCC(1.4)	lnPBrnNDCVCC(1.4)	lnPBodNDCVCC(1.4)	LnPrior	LnData	LnPosterior
41500	2.90122	1.88019	0.595905	1.47498	0.584884	1.99747	0.0452001	1.87421	1.09975	1.47121	3.17502	0.479871	1.1644	0.683845	1.1175	0.694403	0.889441	0.0143292	0.430679	0.339156	0.831863	0.0139569	-0.710041	0.671096	-0.686705	-0.31232	0.595784	2.13421	-2.58439	0.362278	1.83619	2.34033	4.48591	-2.86821	1.09002	-0.570807	0.0250254	0.209662	1.20185	-0.224698	-2.24279	0.100744	-1.80333	2.62729	0.0905543	0.0637954	0.0270074	0.0211308	0.0940218	1.34456	0.546866	0.366057	0.0687887	0.0437342	0.19167	0.0658293	0.167465	1.13994	0.63843	0.0699704	0.0788012	0.44133	0.289528	0.082732	0.0835748	2.26176	0.569783	-1.61716	3.57913	-1.0767	0.598873	-0.618987	-0.256076	0.901278	3.586	-2.37364	0.52465	1.92547	2.72495	4.57906	-2.87194	0.303992	0.466427	1.24437	0.252202	1.48222	-0.209117	-2.00329	0.0534905	-1.50762	0.24133	-0.826728	1.09747	-0.700916	-0.226011	0.821071	1.94602	-1.52799	0.667061	2.1412	2.39486	4.5913	-2.95308	1.04077	-1.62786	0.0867629	0.664569	1.08173	-1.10995	-2.74445	0.170336	-2.02006	4.15498	-0.305428	0.6374	-0.787715	-0.491284	0.602603	-0.0302009	-2.23376	0.298563	1.56833	2.34385	4.59795	-2.8723	0.646927	-0.393846	1.23717	-0.160574	1.24751	0.0875692	-1.088	0.663443	-2.09785	2.56072	-0.820121	0.986177	-0.827187	-0.213501	0.17944	1.92547	-3.77557	0.697492	1.62669	1.97533	4.29942	-2.57612	0.873968	0.647946	1.02633	0.383851	1.38145	0.354482	-1.86959	-9.290311e+01	-2.629174e+02	-3.558205e+02
41600	2.75737	1.97837	1.06653	0.891523	0.67853	0.850908	0.11169	2.50687	0.675625	1.35693	2.59444	0.573478	1.07563	0.817321	0.762234	0.555703	0.83576	0.0118819	0.64497	0.333421	0.966003	0.0106395	-0.837362	0.459341	-0.506446	0.393134	0.561379	0.76138	-2.49353	0.669604	1.48731	1.75342	4.38717	-3.27322	0.946904	0.0326679	-0.563986	0.188105	1.43111	-0.49067	-2.41002	0.371002	-0.8356	0.954453	0.0793274	0.0984315	0.104163	0.0717268	0.0904364	3.87422	0.047375	0.0913719	0.148475	0.0372903	0.0840046	0.0324278	0.114591	0.239713	0.0656399	0.0388842	0.0597083	1.13977	0.111849	0.098919	0.756906	24.5689	0.328135	-1.7543	3.37356	-0.60677	0.261509	-0.0782121	0.371715	0.548248	3.71768	-2.36107	0.611909	1.04313	1.7432	4.43194	-2.91382	0.951708	0.514786	-0.455926	0.127542	1.50321	-0.0675033	-2.61832	0.229754	-0.819953	0.0971759	-0.893258	0.382759	0.0663367	0.584292	0.967863	0.790968	-2.9023	0.662191	1.58874	2.11012	4.57526	-3.18544	0.871647	-1.72617	-0.687109	0.477751	1.40738	-1.04544	-2.4061	0.378553	-1.61969	3.87404	-1.10596	0.795244	-0.177076	0.531477	0.600147	0.247476	-2.58932	1.09602	1.57706	1.66898	4.57998	-3.19774	1.00138	-0.610717	-0.890807	0.312268	1.69406	0.664414	-2.04932	0.873406	-0.55897	-0.649607	-0.687087	0.345481	-0.71413	0.303398	0.290132	2.18735	-2.54184	0.360893	1.63569	1.67456	4.59399	-3.0047	1.61542	0.700163	-0.526892	0.0405883	1.42839	-1.04008	-2.34802	-8.255136e+01	-2.594085e+02	-3.419598e+02
41700	2.56948	2.26386	1.31343	0.540013	0.764255	1.05227	0.161173	1.41083	0.832614	2.46127	3.09828	0.272817	1.08664	0.736317	0.616295	0.519335	0.772538	0.0131864	0.156916	0.427883	0.729489	0.0101675	-0.524679	0.350525	-0.403669	-0.0566524	0.295143	2.28454	-2.04012	1.19543	2.23656	1.05283	4.32728	-2.81616	-0.197159	-0.834279	-0.820982	0.32783	0.73718	-0.0389048	-2.31774	0.238931	-1.78143	3.68919	0.253459	0.0685586	0.0461572	0.0293108	0.059353	0.309258	0.521562	0.0699211	0.178734	0.416245	0.175924	0.0633943	0.101289	0.707331	0.274577	0.0204462	0.108549	0.586317	0.0700802	0.097126	0.0414653	2.46025	0.243697	-1.52141	3.36946	-1.11373	0.327082	-0.460467	-0.290544	0.312486	2.92495	-0.694595	1.06904	2.23165	1.97602	3.90871	-2.73698	-0.194474	0.296208	-0.634387	0.107687	0.572057	-0.220214	-1.85463	0.0672948	-1.724	0.821689	-1.00945	0.792114	-0.502449	0.0768126	0.429779	0.978268	-1.4317	0.898171	2.25964	2.32402	4.46893	-3.08634	-0.200168	-1.69464	-1.09101	0.0824243	0.638591	-1.61376	-2.18715	-0.165482	-1.61338	3.45929	-0.367174	0.413044	-0.756804	-0.204338	0.588855	2.03518	-2.85021	1.34325	1.2397	1.0791	4.07252	-2.87665	-0.0667494	-0.61106	-1.01957	0.362298	1.1722	0.415382	-2.31686	0.470183	-1.93116	3.01726	-0.634022	0.213669	-0.33209	-0.0542702	-0.152606	2.49703	-1.50752	1.19047	2.39427	1.01973	4.42257	-2.71505	-0.0402997	0.448756	-0.760531	0.21286	0.565664	-0.119524	-2.47409	-7.394756e+01	-2.579799e+02	-3.319274e+02
41800	3.25356	1.47414	0.759254	0.644787	0.447859	1.93143	0.096564	1.30078	0.595997	0.917248	3.2735	0.321891	1.06731	0.651592	0.650934	0.760081	0.800293	0.0101531	0.51641	0.543229	0.820082	0.016386	-0.597581	0.869354	-0.631176	0.258173	0.685294	1.3338	-2.27467	0.930445	1.73037	1.76557	4.43222	-2.64665	-0.691502	-0.98025	-0.822501	0.0515882	1.33224	-0.538452	-2.59499	-0.192858	-1.33223	1.95627	0.0444214	0.0280445	0.31326	0.0990275	0.0984181	0.200909	0.0613656	0.163971	0.0412222	0.0701195	0.0361473	0.0548832	0.131553	0.995571	0.459825	0.0288787	0.0595718	0.780762	0.651005	0.0728081	0.125712	1.98636	0.185004	-1.99872	3.62137	-0.260003	1.01004	-0.983309	0.124728	0.562978	2.26702	-2.27622	1.04723	1.57371	1.42493	4.43626	-2.54693	-0.979278	0.307922	0.530058	0.280187	1.46165	-0.193918	-1.33279	-0.111213	-1.55445	0.364743	-0.57542	0.83371	-2.02311	0.457765	1.14803	1.15754	-2.79449	1.45291	1.84483	1.94986	4.42202	-2.9316	-0.765103	-1.7183	0.00109337	0.0997018	0.790969	-1.73184	-2.50979	-0.00234932	-1.31249	3.25518	-0.634424	0.948157	-0.819107	-0.0281637	0.756398	1.24836	-2.04483	1.12839	1.69886	1.27107	4.56498	-2.74681	-0.866668	-0.730251	-0.628195	0.11501	1.77924	-0.0555794	-1.19634	0.298762	-1.75843	2.58391	-0.619103	0.813639	-1.31223	0.108849	0.0848824	2.10002	-2.04856	0.832718	1.51019	1.5607	4.54295	-2.65352	-0.850977	0.697713	-1.38818	-0.107234	1.51385	-0.195474	-2.893	-8.408128e+01	-2.519450e+02	-3.360262e+02
41900	3.08275	2.72501	0.41445	2.92061	0.335866	1.16294	0.0488601	1.98742	0.883243	2.41178	2.27974	0.371981	1.15385	0.80723	0.804464	0.530689	0.841282	0.014182	0.306241	0.553705	0.72985	0.0105237	-0.478211	0.646959	0.0969307	0.571219	0.398396	1.86242	-2.3705	1.25785	2.07223	1.77815	4.55754	-2.32884	-1.00735	-0.444637	2.15363	0.366331	1.57414	-0.83392	-2.24919	0.0826504	-1.58405	1.58542	0.123886	0.0336697	4.10471	0.0484955	0.057827	0.0423442	2.27252	0.102305	0.0490373	0.187403	0.165544	0.0487413	0.0588957	4.18151	0.0654769	0.0380086	0.059558	0.150461	0.0544995	0.919918	0.252937	1.40257	-0.0786827	-1.87301	3.74715	-0.411173	0.834937	-3.2042	0.346974	0.545557	2.10117	-2.43987	1.55844	2.13827	1.50953	4.15383	-1.71345	-1.09493	0.241718	1.86089	0.38087	1.88067	-0.536324	-1.88825	-0.0623063	-0.908894	-0.153948	-0.130066	1.02457	0.152118	0.287585	0.520496	1.86096	-0.940622	1.5546	2.5687	1.79334	3.99698	-2.61883	-0.896889	-1.97555	2.14864	0.44615	1.68597	-1.5643	-2.28405	0.181715	-1.44891	3.69406	0.0682585	0.371875	2.83696	0.739895	0.698021	1.69821	-0.896586	1.22578	2.13356	1.47049	4.36657	-2.37	-1.09783	-0.635766	2.19609	0.163854	1.5902	-0.372528	-2.01621	0.196128	-2.27834	1.97061	-0.21202	0.593213	-2.54361	0.657016	0.181183	2.14394	-2.61124	0.815284	2.3347	1.36933	4.34702	-1.99455	-0.708586	0.755941	1.58414	0.183296	1.34199	-0.902557	-2.67075	-1.002339e+02	-2.579390e+02	-3.581729e+02
42000	3.19209	2.24877	0.615752	2.64898	0.43354	1.91287	0.20055	1.59079	0.790854	2.25242	1.57037	0.36178	0.856178	0.974627	0.844613	0.475409	1.01376	0.012381	0.373376	0.525735	0.601351	0.0101586	-0.213621	0.180436	-0.171676	-0.457021	0.167922	2.52065	-2.46353	0.82898	1.71006	1.53065	3.94381	-2.59755	0.601419	-0.568799	2.76524	-0.291498	0.408119	-1.02906	-1.28416	-0.210708	-1.62676	4.59094	0.0402819	0.103377	2.55184	0.0449301	0.190469	0.213387	0.141811	0.114771	0.268968	0.110066	0.21515	0.104467	0.0853576	0.418181	0.11052	0.201033	0.102977	0.349678	0.238525	0.0717565	0.125836	4.73568	-0.49374	-1.26048	2.93576	-0.068718	0.322751	-2.83351	-0.492173	0.131288	2.58234	-2.81077	1.25858	1.52657	1.70241	4.30724	-2.00989	0.316253	0.33871	3.17507	0.127777	0.357805	-0.378903	-1.92547	-0.0470301	-1.17578	0.657067	-0.0942962	0.0799606	-0.56696	-0.416036	0.902801	1.69363	-2.53104	0.478991	1.26337	1.25156	4.55844	-2.55064	0.566946	-1.65912	2.72096	-0.0714355	0.0742821	-1.59385	-1.07667	-0.413737	-1.4082	3.22753	-0.0555574	0.0784014	0.946771	-0.653527	0.813991	1.93566	-2.98257	1.35557	1.59857	1.67785	3.40947	-2.39277	0.456097	-0.617637	2.5292	-0.290282	-0.208088	-0.600995	-0.801475	-0.0392641	-0.968255	3.15854	0.261382	0.148485	-2.74688	-0.552033	-0.134637	2.38447	-2.88513	0.897388	1.26943	1.06329	4.41927	-2.59707	0.691475	0.642861	2.53184	-0.173384	0.695449	-0.872599	-1.06507	-9.087774e+01	-2.566486e+02	-3.475264e+02
42100	3.289	0.937865	0.346523	2.9735	0.695591	0.786219	0.125146	3.14178	1.03915	1.8962	3.27073	0.241868	1.09266	0.724915	0.731118	0.440438	0.742455	0.0104155	0.39886	0.637391	0.683199	0.0121491	-0.352344	0.166654	-0.51749	-0.076578	0.645474	1.72791	-3.88216	0.797003	1.46198	0.991035	4.37668	-2.58386	-0.0277303	-0.333402	3.71879	-0.252576	1.16641	-0.521339	-1.27453	0.453227	-2.04968	1.14688	0.0360216	0.144356	0.964613	0.0686516	0.0923758	0.278163	0.0932311	0.153096	0.102954	0.0989588	0.1001	0.104078	0.0750676	0.244481	0.0636668	0.073827	0.0358141	0.166538	0.0691348	0.345491	0.296285	7.58604	0.621669	-1.23095	3.32961	-0.486352	-0.00764325	-1.10625	0.252283	0.507245	2.80082	-3.96734	1.16874	1.56505	1.11249	4.03432	-3.02576	-0.462458	0.245161	3.78055	0.0128673	1.31393	-0.115427	-0.805366	-0.107015	-1.15522	0.468757	-0.26782	0.116842	0.11049	0.0168374	0.779101	1.31228	-4.24894	0.778276	1.65298	0.737778	4.37876	-2.77099	-0.102309	-1.52204	3.61856	-0.0821844	1.30813	-1.47476	-1.41494	0.152037	-2.57684	3.29361	-0.413188	-0.0772094	-0.916635	-0.392557	0.897603	1.14302	-3.73202	0.963392	1.78074	0.686618	4.57596	-3.0479	-0.182163	-0.496376	3.77012	-0.0988453	1.16807	-0.823756	-1.17545	0.451679	-3.27764	4.59178	-0.284223	0.0915896	-3.883	-0.532252	0.259808	1.21827	-3.62305	0.63698	1.0877	1.16509	4.48821	-2.28466	-0.0965991	0.756296	3.73173	0.0247621	1.04579	-0.399085	-1.60285	-7.688034e+01	-2.514018e+02	-3.282821e+02
42200	2.70575	1.00938	0.541178	1.72946	0.402967	0.611948	0.165042	1.9046	0.922986	1.87116	2.98707	0.391494	1.11261	0.756519	0.569423	0.413993	0.840138	0.0250044	0.29422	0.497267	0.724945	0.0101828	-0.473351	-0.323548	-0.306279	0.0630439	1.13275	1.68331	-3.06198	1.05628	2.59554	1.89206	4.52967	-2.47469	0.730071	-0.431931	3.7757	0.420033	0.501219	-0.3303	-1.23435	-0.134793	-1.43757	2.08547	0.100495	0.0354123	0.0280195	0.0496989	0.311694	0.295503	0.169623	0.0645901	0.160493	0.0746613	0.0648543	0.0938866	0.0955203	0.86959	0.140449	0.0580467	0.149355	0.355276	0.782739	0.124554	0.181367	5.68907	0.0703956	-2.04661	4.16486	0.0469046	-0.190971	-0.510793	0.0242803	0.789177	2.3589	-3.5994	1.56611	2.93578	2.27927	4.58788	-2.27737	0.51446	0.223382	3.95947	0.194974	0.56192	-0.076346	-1.80725	0.160245	-1.34466	0.635263	0.295922	-0.165001	-0.606848	0.698346	1.03117	1.26865	-3.10581	0.693544	2.3722	1.83019	4.45488	-2.79375	0.615656	-1.62595	4.12346	0.3002	0.768585	-1.39096	-1.69636	-0.206408	-1.29305	0.500296	-0.818659	-0.102863	-0.325328	0.000774796	1.01352	1.75152	-2.07918	0.710627	2.28062	1.63515	4.57101	-2.86981	0.39998	-0.549682	3.79026	0.379234	0.341291	-0.32046	-0.183201	-0.42266	-1.41201	0.771397	-0.725854	-0.0171401	-0.157312	0.350599	0.0359126	1.42381	-3.4701	0.651062	2.29676	1.90419	4.44544	-2.45137	1.16171	0.64347	3.2904	0.489767	0.676362	0.183332	-2.21225	-8.098671e+01	-2.672405e+02	-3.482272e+02
42300	2.67911	2.18958	0.751552	2.27817	0.565543	1.47708	0.219841	1.85977	0.473898	1.61801	1.39888	0.350446	1.00727	0.916469	0.571412	0.651379	0.783701	0.0104313	0.389524	0.473082	0.703863	0.0145501	0.181993	0.742541	-0.94681	0.0337983	0.0331991	1.54123	-1.62431	0.875676	1.67102	1.34926	4.57389	-2.25097	-0.155527	-0.897996	1.99887	0.205046	-0.0736248	-0.532468	-2.22118	0.0630949	-2.27487	2.0602	0.1421	0.133457	0.248743	0.033647	0.628207	0.397175	0.0890214	0.0585334	0.232327	0.0489284	0.286109	0.220034	0.0684498	0.235504	0.076299	0.168438	0.128612	0.188764	0.0650852	0.155052	1.46062	3.43984	-0.565808	-2.27857	3.62037	0.172321	1.06968	-1.93216	-0.12732	0.865891	2.64475	-1.35003	0.816528	1.03811	1.51387	4.58923	-2.15303	-0.426108	0.296438	2.08405	-0.118065	-0.169014	-0.748312	-2.08026	0.394042	-1.45696	0.55013	0.14378	0.645562	-1.09987	0.0729076	0.62971	1.09088	-1.69122	0.857521	1.70486	1.56475	4.36299	-2.79279	-0.0823037	-1.78899	2.51769	0.647988	-0.16757	-1.63618	-2.14998	-0.524517	-1.07019	1.86327	0.37755	0.520681	-1.25764	-0.268176	0.680315	0.699856	-1.48594	0.895747	1.45947	1.4677	4.29724	-2.83728	-0.0501443	-0.561738	2.13512	-0.0690881	0.0217137	-0.574496	-2.12306	0.690923	-4.59124	1.74451	-0.00493179	0.804571	-1.8851	-0.0971611	0.0792543	1.83002	-1.52848	0.841103	1.5878	1.25344	4.55197	-3.09326	0.0602381	0.519687	1.95042	0.0857007	-0.655983	-1.26401	-2.13108	-9.316806e+01	-2.499043e+02	-3.430723e+02
42400	3.08074	1.602	0.485495	2.62183	0.390069	0.638259	0.237046	2.89054	0.808893	1.78535	3.21963	0.462053	0.94736	0.722834	0.898187	0.50413	0.898196	0.0114857	0.266783	0.654789	0.795397	0.0138078	-0.541903	0.61618	-0.295688	0.0382897	0.138194	1.19308	-0.989954	0.908181	2.18035	1.32413	4.46585	-2.68627	0.498715	-0.390666	1.74372	1.07507	0.735876	-1.31169	-2.32673	-0.285214	-3.11132	-1.05664	0.0466672	0.147063	0.361851	0.0258918	0.0470048	0.139188	0.275856	0.122335	0.0493101	0.0995788	0.0871896	0.0819813	0.588215	0.416976	0.184747	0.141924	0.10802	0.139536	0.084376	0.445601	0.325083	16.1696	-0.910854	-2.52323	3.35238	-0.559788	0.208771	-0.848607	-0.0201522	0.207881	1.83633	-1.24893	1.31793	2.29192	1.45172	4.40715	-2.23301	-0.466173	0.253873	1.21959	0.308607	1.21886	-0.578852	-1.84858	0.697254	-2.76339	1.54453	-0.588793	0.765558	-0.744112	0.0567355	0.208173	0.786585	-0.774044	1.18696	2.30253	0.979402	4.57185	-2.58459	0.4634	-2.01217	1.89014	1.23694	0.19974	-1.77873	-2.27222	-0.387405	-3.07127	-2.50628	-0.387447	1.01372	0.314219	0.0770687	0.0789963	1.10855	-0.738736	0.53246	2.20292	1.06956	4.46983	-2.75292	0.140365	-0.414182	2.32185	0.703845	0.451442	-0.574877	-2.41172	1.00981	-3.4942	-2.17233	-0.615142	1.01132	-0.86815	-0.248057	0.0396129	1.34474	-2.01169	1.01836	2.21059	1.17088	4.51455	-2.7886	-0.489299	0.64587	1.56336	0.954264	0.881702	-1.34388	-1.90912	-8.379554e+01	-2.565562e+02	-3.403517e+02
42500	3.06526	1.47576	0.673392	1.00372	0.396772	0.530161	0.175493	1.26063	0.775518	1.69843	1.93453	0.306455	1.08319	0.704303	0.877599	0.591629	0.908128	0.0102801	0.514642	0.517323	0.726288	0.0107238	-0.618869	0.491639	-0.184323	0.0166735	0.65317	1.87359	-3.61253	1.13386	2.06738	1.84509	4.44955	-2.56177	1.08263	-0.36256	1.97197	0.659311	1.52925	-0.859192	-1.49093	-0.600366	-2.80006	2.86688	0.0683567	0.247685	2.37333	0.132893	0.03573	0.0561351	0.140065	0.0428678	0.10164	0.177371	0.0556445	0.0965037	0.21314	0.356684	0.0839122	0.046054	0.0470807	0.315545	0.453334	0.329969	0.710516	3.17075	-0.286925	-2.93799	3.78786	-0.627281	0.774016	-1.70712	0.157468	0.597368	1.50782	-3.36171	1.09684	1.56747	2.09824	4.28568	-2.90997	1.12941	0.323683	1.89454	0.505196	1.86916	-0.752638	-1.7281	-0.181662	-3.68349	2.48085	-0.593192	0.698144	0.612399	0.39334	0.786662	1.78434	-4.25165	0.864917	2.54793	1.11872	4.54429	-2.20343	0.620172	-1.67744	2.22493	0.715689	1.31262	-1.69909	-2.13267	-0.865854	-2.68621	0.806797	-0.4195	0.65816	0.99651	0.460314	0.703946	1.86473	-3.86657	1.26626	2.04719	1.73029	4.13703	-2.71434	0.745997	-0.651134	2.21849	0.160398	1.04419	-0.606013	-1.17427	-0.914663	-3.42789	0.746633	-0.689369	0.517693	-3.72582	0.264521	0.365913	1.58167	-3.24746	1.06305	2.23978	2.13711	4.49746	-2.72802	0.78152	0.593281	2.01006	0.795464	1.89324	-1.84648	-1.14981	-8.729995e+01	-2.561152e+02	-3.434151e+02
42600	3.11023	2.04788	0.809778	0.718167	0.770429	1.15489	0.104779	2.3686	0.44331	2.78647	3.13452	0.443659	1.1784	0.742676	0.692217	0.474977	0.952207	0.0115336	0.354593	0.70602	0.702149	0.0100235	-0.425975	0.253802	-0.577022	-0.467163	0.461577	1.27999	-4.50585	1.28083	2.29037	2.1102	4.01461	-2.73447	-1.23944	-0.571597	0.475619	-0.108094	0.339579	-1.35939	-1.90929	-0.497144	-3.94504	3.65835	0.0291304	0.0526208	0.527341	0.1367	0.103009	0.32424	0.0610944	0.0741288	0.12826	0.078401	0.17447	0.0918491	0.113401	0.177488	0.245108	0.0465039	0.0894234	0.162669	0.157337	0.180402	0.731035	0.874745	-1.04416	-2.76592	3.62848	-0.0859621	0.534315	-0.624031	-0.83055	0.580812	2.25563	-4.57633	1.14992	2.14398	1.81097	4.15936	-2.42735	-0.988317	0.342974	0.738937	-0.0336238	0.960775	-0.756888	-2.16033	-0.206307	-2.55181	1.59115	-0.0323295	0.654779	-0.568536	-0.206323	0.714132	0.668977	-4.5811	1.35336	2.76769	2.03883	3.67963	-2.74048	-1.14124	-1.88206	0.893204	0.0852413	0.63037	-1.664	-1.76107	-0.895345	-3.66614	2.21472	-0.082869	0.375819	-0.597273	-1.12873	0.646837	1.67082	-4.54066	1.48992	1.82939	1.72984	4.2146	-2.61971	-1.50661	-0.748997	-0.177663	-0.22851	1.21862	-1.0279	-1.77327	-0.697371	-4.45445	2.9725	-0.398285	0.451196	-1.76628	-0.313612	0.435738	1.5074	-4.39349	1.30761	1.91333	1.86146	4.15336	-2.90458	-0.891342	0.493183	1.32381	-0.222761	0.478714	-2.25768	-2.40459	-8.744978e+01	-2.544440e+02	-3.418938e+02
42700	3.23719	2.35958	0.361772	0.75109	0.374255	3.26932	0.118464	1.63105	0.621463	1.46743	2.59413	0.323962	1.12537	0.779943	0.71737	0.507978	0.766597	0.0114062	0.430264	0.588891	0.762841	0.0106738	-0.797991	0.406901	-0.311429	-0.215661	0.79522	2.1465	-4.0159	1.40282	1.5897	2.77525	4.47755	-2.90836	0.0236935	-1.5662	-2.45954	0.405846	1.36989	-1.23644	-1.16093	0.0148734	-2.74062	2.77358	0.0411914	0.0293614	1.99848	0.117719	0.0518867	1.31901	0.0441774	0.0726727	0.599247	0.0427566	0.307347	0.146184	0.153833	1.19182	0.18252	0.0859562	0.104219	0.0585392	0.0569949	0.145446	0.230176	2.48164	-0.0623527	-3.03862	3.86449	-0.737451	0.314321	-1.69223	-0.765609	0.869932	2.37237	-4.10041	1.14489	1.44004	2.79312	4.52514	-2.92436	0.0363165	0.424824	-3.03613	0.0450784	1.51243	-1.15231	-0.549889	0.0438811	-2.68861	1.86223	-0.940837	0.374193	0.107551	-0.663457	0.941028	-0.493634	-4.32597	1.17681	2.25277	2.86149	4.08412	-3.01205	0.574918	-1.9575	-2.3388	0.21972	0.740757	-1.22715	-1.17144	-0.807681	-2.27093	1.82651	-0.860064	0.541605	0.0814945	-0.406703	0.678988	-0.621379	-3.88585	1.54967	1.84299	2.47129	4.58878	-2.7418	-0.763569	-0.69516	-1.92848	-0.105235	1.17594	-0.576471	-0.988453	0.236911	-3.29525	4.0616	-0.605584	0.575475	-1.55986	-0.0189972	0.556595	1.80872	-4.17074	1.62221	1.43652	2.69961	4.57724	-3.48094	-0.241241	0.367246	-2.0295	0.645736	1.56626	-1.28329	-0.708526	-9.537963e+01	-2.585316e+02	-3.539113e+02
