iter	M_lnPC_duod(1)	M_lnFu_duod(1)	M_lnFu_colon(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKc2p(1)	V_lnPC_duod(1)	V_lnFu_duod(1)	V_lnFu_colon(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKc2p(1)	Ve_lnC_central(1)	lnPC_duod(1.1)	lnFu_duod(1.1)	lnFu_colon(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKc2p(1.1)	lnPC_duod(1.1.1)	lnFu_duod(1.1.1)	lnFu_colon(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKc2p(1.1.1)	lnPC_duod(1.1.2)	lnFu_duod(1.1.2)	lnFu_colon(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKc2p(1.1.2)	lnPC_duod(1.1.3)	lnFu_duod(1.1.3)	lnFu_colon(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKc2p(1.1.3)	lnPC_duod(1.1.4)	lnFu_duod(1.1.4)	lnFu_colon(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKc2p(1.1.4)	lnPC_duod(1.1.5)	lnFu_duod(1.1.5)	lnFu_colon(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKc2p(1.1.5)	lnPC_duod(1.1.6)	lnFu_duod(1.1.6)	lnFu_colon(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKc2p(1.1.6)	lnPC_duod(1.2)	lnFu_duod(1.2)	lnFu_colon(1.2)	lnV_central(1.2)	lnVmax_vitro(1.2)	lnKm_vitro(1.2)	lnKc2p(1.2)	lnPC_duod(1.2.1)	lnFu_duod(1.2.1)	lnFu_colon(1.2.1)	lnV_central(1.2.1)	lnVmax_vitro(1.2.1)	lnKm_vitro(1.2.1)	lnKc2p(1.2.1)	lnPC_duod(1.2.2)	lnFu_duod(1.2.2)	lnFu_colon(1.2.2)	lnV_central(1.2.2)	lnVmax_vitro(1.2.2)	lnKm_vitro(1.2.2)	lnKc2p(1.2.2)	lnPC_duod(1.2.3)	lnFu_duod(1.2.3)	lnFu_colon(1.2.3)	lnV_central(1.2.3)	lnVmax_vitro(1.2.3)	lnKm_vitro(1.2.3)	lnKc2p(1.2.3)	lnPC_duod(1.2.4)	lnFu_duod(1.2.4)	lnFu_colon(1.2.4)	lnV_central(1.2.4)	lnVmax_vitro(1.2.4)	lnKm_vitro(1.2.4)	lnKc2p(1.2.4)	lnPC_duod(1.2.5)	lnFu_duod(1.2.5)	lnFu_colon(1.2.5)	lnV_central(1.2.5)	lnVmax_vitro(1.2.5)	lnKm_vitro(1.2.5)	lnKc2p(1.2.5)	lnPC_duod(1.2.6)	lnFu_duod(1.2.6)	lnFu_colon(1.2.6)	lnV_central(1.2.6)	lnVmax_vitro(1.2.6)	lnKm_vitro(1.2.6)	lnKc2p(1.2.6)	LnPrior	LnData	LnPosterior
37300	0.105925	-6.27298	-2.61289	-0.946611	-1.95784	5.84422	0.516337	0.0527127	0.187149	0.0575265	0.049869	0.20458	0.105548	0.149434	0.499968	0.14901	-6.68735	-2.5823	-0.876039	-1.94838	5.65369	1.15734	0.00592323	-6.51107	-2.9223	-0.726945	-1.93805	5.80237	1.49829	0.253042	-6.3857	-2.41662	-0.868881	-1.20531	6.05118	0.891947	0.222862	-6.88026	-2.233	-0.902691	-1.99921	5.53254	1.46449	0.324552	-6.53339	-2.75907	-0.689913	-1.85469	6.05981	0.785253	0.274471	-6.07481	-2.43775	-0.875447	-1.43397	5.37606	1.51502	0.168892	-6.144	-2.92327	-1.02543	-2.29333	5.8753	1.28481	0.179269	-6.66801	-2.70372	-1.28568	-1.54996	5.78416	0.51503	0.0903842	-6.81281	-2.84357	-1.0353	-1.885	5.75765	0.239923	0.537552	-6.53753	-2.61246	-1.24452	-1.81361	5.32341	0.614565	0.362286	-6.00927	-2.6227	-1.41645	-1.11469	6.09589	0.417151	0.0260061	-6.06558	-2.83226	-1.34264	-1.3645	5.73922	0.897318	0.0403758	-6.78486	-2.39243	-1.48308	-1.86304	5.7034	0.272585	0.581971	-6.20632	-3.06421	-1.23681	-1.934	6.12764	0.166808	3.713958e+00	-1.082714e+04	-1.082343e+04
37400	0.384603	-4.16879	-1.7844	-0.581563	-0.499211	5.31089	0.630699	0.0963743	0.586782	0.239759	0.111462	0.166034	0.459084	0.352372	0.49999	1.01106	-3.9165	-2.35108	-0.636823	-1.17647	6.37896	0.896895	0.355092	-3.96201	-1.68184	-0.355322	-0.666566	6.03487	0.360642	1.22711	-3.56148	-2.19608	-0.599696	-0.769154	6.08442	0.683605	1.15501	-4.05283	-3.55308	-0.287126	-1.17875	6.24051	0.904269	0.459055	-4.34514	-2.31334	-0.306304	-1.12035	5.88703	0.459354	1.06766	-3.85636	-2.11712	-0.809957	-1.22056	6.66137	0.800061	1.03781	-3.77122	-3.40317	-0.237463	-1.33977	6.08771	1.59507	0.305936	-4.64459	-1.20423	-0.546797	-1.00404	5.32085	1.10266	0.448085	-4.57704	-1.47492	-0.164031	-0.518645	6.57123	0.685675	0.230358	-4.10886	-1.04693	-0.378437	-0.179819	5.3425	1.08564	0.815687	-4.00361	-1.09753	-0.550222	-0.622418	6.35164	0.573847	0.383544	-4.62351	-1.07371	-0.0383299	-1.61972	5.68591	0.704025	0.0223113	-3.93624	-1.69162	-0.589108	-1.21881	5.88841	1.57162	0.0848609	-5.17039	-1.82974	-0.0877836	-0.989199	5.30386	1.09284	-5.219575e+01	-1.082667e+04	-1.087887e+04
37500	0.449128	-5.71482	-1.62991	-0.359208	0.274963	5.62566	1.54369	0.108257	0.117602	0.0675423	0.311791	0.0400318	0.0791001	0.160373	0.49997	1.03287	-5.95868	-1.3738	-0.242452	0.374776	5.30878	1.3533	0.654961	-6.22636	-1.75285	-1.77249	0.349742	5.30177	1.16484	1.39399	-5.95567	-2.06863	-0.76914	0.336088	5.29552	1.5437	0.431882	-6.18029	-1.388	-0.520604	0.181434	5.32061	1.57569	0.873841	-5.89121	-1.53211	-0.144661	-0.0075159	5.43818	0.651842	0.685086	-5.99179	-1.54506	-0.20834	0.222649	5.61229	1.01361	1.19786	-6.47308	-1.24819	-0.847834	0.233964	5.37908	1.2416	0.55704	-5.01414	-1.81713	-1.12005	0.227534	5.6685	0.888603	0.461911	-4.74166	-1.9279	-0.818102	0.740344	5.63803	0.709789	0.885643	-5.42584	-2.02484	-1.26031	-0.0159829	5.71249	0.167635	0.50687	-5.11162	-1.55079	-0.930884	-0.14083	5.63476	1.40208	0.738577	-4.98644	-1.62247	-0.865171	-0.0854212	5.60464	1.24702	0.327437	-5.18185	-2.14576	-0.353965	0.0514602	5.73479	1.51738	0.38605	-5.01604	-1.80113	-0.459541	0.380878	5.82348	1.53583	-1.620988e+01	-1.082710e+04	-1.084331e+04
37600	0.552391	-5.62078	-2.89008	-0.669565	0.181795	5.69269	0.83169	0.119815	0.163341	0.122839	0.124441	0.149139	0.184309	0.228277	0.499874	0.171165	-5.77086	-2.58736	-1.05559	0.422779	6.32246	0.600506	0.252669	-5.46944	-2.28995	-0.534438	0.405292	6.60284	0.94702	0.645246	-5.87531	-2.47648	-0.760597	0.533191	6.20151	-0.105949	0.627676	-5.74474	-2.00748	-1.0116	0.894428	6.46291	0.7293	0.122622	-5.73271	-2.8917	-0.811595	0.556297	6.51627	0.611806	0.338654	-6.02924	-2.89652	-1.22178	-0.248953	6.44077	0.0931352	0.396057	-5.64927	-2.93563	-1.35419	0.408078	6.34913	-0.510413	1.58126	-6.10254	-2.81571	-0.31837	0.200331	6.10412	1.05415	1.51737	-6.78338	-2.94401	-0.171207	0.0975549	5.50357	0.549968	2.08091	-5.97184	-3.07459	-0.373237	-0.118192	6.38662	1.40997	1.8163	-5.9296	-3.0439	-0.221765	-0.157918	6.05089	0.0217951	1.35198	-6.19107	-2.3794	-0.78762	-0.0386659	5.92397	0.661864	0.566108	-6.28761	-2.83823	-0.000193854	-0.257275	5.62653	1.44655	1.26226	-6.70549	-2.33307	-0.518533	-0.193657	5.72551	1.39258	-3.430311e+01	-1.082915e+04	-1.086346e+04
37700	1.72047	-6.32056	-2.54812	-0.386775	0.386884	6.52998	0.160549	0.144271	0.215936	0.144079	0.0528487	0.124273	0.330694	0.30939	0.49996	1.02208	-6.04193	-2.88805	-0.643607	0.360619	6.19249	0.42745	0.869134	-6.73825	-2.7137	-0.262839	-0.0284398	5.79927	0.220935	0.816783	-6.63508	-3.08201	-0.689343	-0.0509659	6.40953	-0.276683	1.45362	-5.47188	-2.81491	-0.529177	-0.274755	5.38205	0.101209	0.91928	-6.62228	-2.72045	-0.665175	-0.0187576	 6.21	0.599704	1.14098	-5.90616	-2.65279	-0.703388	0.37848	5.45759	-0.0976269	0.867746	-5.46237	-3.4056	-0.731942	0.400403	6.40389	1.13004	2.04551	-5.64474	-2.06447	-0.185578	0.279819	6.32707	0.0442415	1.26524	-6.18508	-1.40196	-0.418324	0.717269	6.14348	-0.597042	1.77262	-5.37713	-1.94901	-0.333257	0.444156	6.42924	0.591936	2.10915	-6.26076	-1.66719	-0.260784	0.665286	6.67555	-0.624633	1.80523	-5.00527	-2.08749	-0.479581	-0.103575	5.55864	0.519321	1.76519	-5.51901	-1.81006	-0.11807	0.265588	6.22867	0.830231	1.76135	-5.61172	-1.59076	-0.259558	0.267749	6.41327	0.364583	-3.173272e+01	-1.082733e+04	-1.085906e+04
37800	2.18966	-6.41256	-1.52823	-1.5665	-0.171659	6.38938	1.26521	0.0798661	0.0362186	0.107213	0.148996	0.173014	0.0534772	0.184184	0.499971	1.65501	-6.44839	-1.82349	-1.76563	-0.154794	6.47261	0.805023	1.64312	-6.07831	-2.43239	-2.24268	0.229829	6.47417	1.14247	1.38442	-6.64135	-1.92583	-2.08856	0.0514364	6.5092	-0.097382	1.37996	-6.47394	-1.52343	-1.59154	-0.137426	6.27062	0.57527	1.90186	-6.85162	-1.43757	-2.12205	0.0761355	6.10241	1.1906	1.95077	-6.65977	-2.37169	-2.06904	-0.565179	6.60408	1.10548	2.24582	-6.48164	-2.08219	-1.57611	-0.14754	6.53911	0.898001	2.21459	-6.3511	-1.37602	-1.25	0.0817849	5.81317	1.20173	1.93536	-6.49836	-1.99657	-1.02222	-0.145544	5.57969	0.893479	1.86504	-6.63112	-1.6257	-0.678713	0.433187	5.71136	1.36679	2.03205	-6.20274	-1.05467	-1.21873	0.597572	5.49526	1.19238	1.90788	-6.60715	-1.38322	-1.3022	0.529506	5.97986	0.415295	2.13808	-6.4893	-1.74162	-0.796053	-0.240811	5.73592	1.10323	2.1406	-6.2081	-1.80544	-0.791026	0.117405	5.85633	1.10394	-1.482205e+01	-1.082709e+04	-1.084191e+04
37900	0.891854	-5.47991	-2.21992	-0.166521	-0.99395	6.18004	1.0566	0.069378	1.47127	0.128055	0.440933	0.104561	0.182937	0.0405786	0.499939	1.17652	-5.51448	-2.16011	-0.451213	-0.988922	5.97272	1.16189	1.60797	-4.5085	-2.45521	-1.37941	-0.915501	5.36275	1.42703	1.5631	-5.10171	-1.65136	-0.536967	-1.24745	6.14693	1.45176	0.642465	-4.87708	-1.59326	-1.20984	-1.46873	5.37651	1.18763	0.984148	-6.53676	-1.77274	-0.795262	-0.411461	5.49503	1.1971	1.42563	-4.57021	-1.68493	-0.648544	-0.93984	5.29947	1.11128	1.27766	-6.12388	-2.26005	-0.0821519	-1.25878	5.79587	1.08329	0.984232	-5.99018	-2.04187	-0.771211	-0.849046	5.91271	1.02105	0.873933	-6.29846	-1.88558	-0.636803	-1.0791	6.38802	1.57977	0.822133	-5.69523	-1.84754	-0.386467	-1.18295	5.42478	1.20145	1.35014	-5.67645	-1.83426	-1.23782	-0.81822	5.8259	0.631687	0.610894	-6.2725	-1.48667	-0.415297	-0.926453	6.27194	0.934399	1.69114	-5.48184	-2.02721	-0.645162	-1.02384	6.13934	1.23593	1.16086	-4.16013	-2.10954	-0.811696	-0.841114	5.87973	1.05023	-4.534257e+01	-1.082777e+04	-1.087311e+04
38000	0.68413	-5.62085	-2.02201	-0.413501	-0.982601	5.49692	1.58247	0.307906	0.155727	0.0935003	0.0800035	0.13682	0.0432885	0.193838	0.499997	1.34563	-4.68673	-2.02865	-0.394761	-0.537649	5.63756	1.42356	1.63966	-4.28262	-1.94734	-0.571757	-0.51549	5.48685	1.28289	0.41874	-4.76556	-2.08506	-0.49092	-0.713542	5.6168	1.40505	1.92112	-4.89713	-1.58623	-0.145945	0.0365893	5.68815	0.429962	1.51894	-5.21806	-1.7703	-0.874157	-1.27693	5.42071	1.32672	1.65658	-4.80259	-2.06044	-0.378383	-0.851743	5.83679	0.940159	1.64983	-3.96486	-1.42228	-0.382185	-0.257717	5.76505	1.47342	0.820857	-5.61841	-2.41765	-0.325545	-1.12237	5.50651	1.49026	0.222101	-5.92937	-2.49077	-0.347247	-1.12089	5.63559	1.19551	0.744165	-6.1319	-2.79978	-0.737163	-1.17549	5.76648	1.14236	1.09513	-5.90327	-2.54959	-0.479956	-1.27219	5.63173	1.60811	0.547127	-5.73928	-2.72631	-0.935852	-1.28917	5.37524	1.2723	0.88245	-5.06366	-2.15978	-0.694658	-1.2944	5.39254	1.07121	0.687763	-5.56096	-1.71677	-0.352787	-0.827792	5.81388	1.38014	-1.790939e+01	-1.082653e+04	-1.084444e+04
38100	0.587894	-6.30244	-1.43189	-0.0584435	-1.34311	6.09303	-0.68	0.175526	0.161636	0.22827	0.0652601	0.261655	0.172093	0.191804	0.499886	0.781496	-5.94025	-2.36713	-0.182815	-0.736741	6.21368	-0.470251	0.521987	-6.32987	-2.67446	-0.112154	-0.329658	5.52613	-0.335212	1.32286	-5.27898	-3.15863	-0.113876	-0.784654	6.45364	-0.140522	0.653311	-6.62935	-2.18618	-0.596975	-1.71304	5.80008	-0.47933	0.677444	-6.14578	-3.17351	-0.294581	-0.547038	6.11554	-0.447017	0.924496	-6.02785	-2.34417	-0.914372	-1.13438	5.70454	-0.0607025	1.10402	-5.3625	-1.91543	-0.229375	-1.08888	6.12395	-0.590835	0.098358	-6.48752	-1.91726	-0.377057	-1.47538	5.61741	-0.230714	0.350346	-6.24599	-2.4847	-0.213446	-1.27047	5.68966	0.527276	0.415869	-6.84878	-2.14461	-0.469402	-1.5958	6.13174	0.58214	0.0586037	-6.29002	-1.35249	-0.193906	-0.893307	5.90303	0.577593	0.579679	-6.38979	-1.01167	-0.224705	-1.46413	5.85572	-0.335664	0.418629	-6.47401	-1.80355	-0.496046	-1.62942	5.57599	0.2899	0.698474	-6.6543	-2.10254	-0.552967	-1.91755	6.11273	0.169473	-3.194287e+01	-1.082891e+04	-1.086085e+04
38200	1.60411	-5.6964	-2.43052	-1.51991	-0.440819	6.41199	0.126272	0.255324	0.174057	0.0388216	0.441064	0.147914	0.778103	0.0749502	0.499907	1.12988	-6.58173	-2.40931	-0.649862	-0.842874	6.2884	-0.219769	1.21531	-6.65728	-2.4367	-1.00743	-0.449032	5.99634	0.138118	0.293432	-6.34097	-2.47743	-1.6126	-1.0121	6.2498	0.303449	0.786617	-6.33786	-2.28231	-0.739513	-1.02071	6.14927	-0.361954	1.19924	-6.51033	-2.47722	-0.380432	-1.34248	6.15175	0.179131	1.73119	-6.66117	-2.37068	-0.989473	-0.674905	5.66797	-0.324082	1.84398	-6.37331	-2.37712	-0.696323	-0.705667	6.66881	-0.514966	1.81281	-5.68836	-2.66377	-1.4121	0.0430267	6.4344	0.29494	1.51964	-5.60185	-2.45474	-0.338304	-0.068041	6.67795	0.0720981	1.10801	-5.39044	-2.82316	-1.05201	0.326378	6.49021	0.369167	2.01418	-5.10772	-2.93942	-2.06366	-0.817519	6.49539	0.28557	2.08163	-6.41823	-2.66116	-0.583097	-0.114701	6.03738	0.48687	1.49764	-5.30893	-2.63114	-1.73273	0.0254967	6.23927	0.145645	1.23476	-6.50994	-2.36503	-2.20595	-0.437807	6.45475	0.215453	-3.548485e+01	-1.082846e+04	-1.086395e+04
38300	1.61923	-4.66976	-2.34453	-0.0915792	-1.03567	6.47494	0.351718	0.180771	0.0951325	0.0911423	0.136624	0.19919	0.195272	0.196993	0.499994	1.2304	-4.72031	-2.20916	-0.240352	-1.48416	6.35042	0.724344	0.323737	-4.595	-2.3795	-0.438457	-1.4252	6.32412	0.484355	1.40504	-4.99986	-1.97865	-0.0210235	-1.89443	6.22059	1.06305	1.27358	-4.60491	-2.37259	-0.347392	-1.9107	6.2046	0.506915	1.91333	-4.89367	-2.70054	-0.418931	-1.35581	6.16213	0.717264	2.13892	-4.6635	-2.4751	-0.190063	-2.23491	6.06426	0.372559	0.875858	-4.68291	-2.54634	-0.208866	-1.71646	6.56738	1.19732	1.64878	-5.01595	-2.29423	-0.634037	-1.62878	6.07578	0.833855	1.84789	-5.07822	-2.42937	-0.160022	-1.80655	5.88216	1.51911	1.80517	-4.41724	-1.97034	-0.841235	-1.39065	6.34419	1.0992	1.31163	-5.62766	-3.02092	-0.650878	-0.950489	6.28907	1.43535	1.33021	-4.62899	-1.69809	-1.0569	-1.78487	5.50618	1.49667	1.76898	-5.08619	-2.20448	-0.390341	-1.50872	6.4225	1.12071	2.18486	-4.85972	-2.07936	-1.07117	-1.80865	5.9327	0.870456	-2.870843e+01	-1.082660e+04	-1.085531e+04
38400	1.09357	-3.79801	-2.59207	-0.804678	-0.864799	6.07296	1.42857	0.157778	0.459192	0.206668	0.131436	0.105166	0.690083	0.141102	0.499908	0.747559	-4.24914	-2.38698	-0.6838	-1.01961	6.51206	0.984563	1.07954	-3.20807	-2.35611	-0.48057	-0.869068	5.83518	1.48463	0.545767	-4.30964	-2.09873	-0.729513	-1.29289	6.34164	0.809592	0.246167	-5.21768	-2.04014	-0.975761	-1.33729	6.11135	0.797619	0.664073	-4.76352	-3.33233	-0.768592	-1.1182	5.78481	0.773863	0.853123	-4.6165	-2.13155	-0.584068	-1.03698	6.55633	0.946786	1.01295	-5.13688	-2.27427	-0.794574	-1.25665	6.55565	0.999045	2.12848	-3.72578	-2.81364	-0.690501	-1.0392	6.20934	1.26697	2.10524	-3.46144	-3.61444	-0.276679	-1.02457	5.37149	1.247	1.91233	-3.03655	-2.96165	-0.653444	-1.30506	6.39687	1.19405	2.07107	-4.46776	-2.47994	-0.794757	-0.878907	5.99962	1.04215	1.72167	-3.54045	-2.95975	-0.626055	-1.08924	6.26256	1.07741	1.8557	-3.47298	-2.18434	-0.662419	-1.45015	5.88542	0.258672	2.2168	-3.70228	-2.96738	-0.999153	-1.07578	6.6691	1.46695	-3.366620e+01	-1.082844e+04	-1.086210e+04
38500	1.53713	-2.97133	-2.13594	-0.869857	-0.678349	5.95605	0.905337	0.154183	0.17143	0.0911802	0.295308	0.0812963	0.210046	0.110305	0.499977	1.69878	-2.74855	-2.58171	-0.470269	-0.373465	5.38254	0.639975	1.6266	-2.30554	-2.74027	-0.683051	-0.524246	5.90721	1.37277	1.15084	-2.36766	-2.41801	-0.204808	-0.336655	5.68455	0.783896	1.68142	-2.30364	-2.19608	-0.11076	-0.210105	5.34017	0.567793	1.3674	-2.45587	-2.66446	-0.562345	-0.0291989	6.40502	0.820384	1.56188	-3.02781	-2.82957	-1.04716	-0.306943	6.07178	0.0488038	1.73243	-2.67165	-2.76077	-0.766527	-0.390558	5.37085	0.945662	1.90384	-2.87046	-1.88497	-0.533856	-0.459373	5.74508	1.14873	1.34936	-2.37388	-1.70854	-0.332494	-0.317435	5.6039	1.53132	1.80632	-2.61983	-2.02158	-0.542452	-0.0232888	5.46651	1.00627	1.99334	-2.6424	-2.30107	-0.789297	-0.589425	5.69608	1.15527	1.40973	-3.46002	-2.09504	-0.854791	-0.811403	6.0011	0.856753	2.20719	-2.87426	-2.19112	-0.493998	-0.443108	5.48087	1.50802	2.23441	-2.75236	-1.64142	-0.472483	-0.123683	5.73055	1.01948	-1.864691e+01	-1.082695e+04	-1.084560e+04
38600	0.942874	-2.51379	-1.81307	-0.730435	1.15141	6.02006	0.572469	0.222433	0.109924	0.134297	0.196407	0.106844	0.105493	0.210392	0.499993	1.32511	-2.41285	-1.33674	-0.636037	0.954378	5.90162	-0.2908	1.43805	-2.39767	-1.46422	-0.276669	0.921315	6.50959	-0.0651848	1.21576	-2.48413	-1.4356	-0.673963	0.754506	5.94538	0.358703	1.12781	-2.06924	-1.45097	-0.230776	0.553674	6.15179	0.128406	1.45219	-2.36888	-1.55307	-0.0362087	1.06403	5.82145	-0.258874	1.32424	-2.3064	-1.22623	-1.21696	1.12134	5.67314	-0.0230619	1.37861	-2.6188	-0.940361	-0.461859	0.80357	5.97098	0.132755	1.30158	-2.62933	-2.41384	-0.87452	0.292112	5.30654	0.249749	1.5532	-2.63627	-2.08049	-1.27153	0.100897	5.50056	0.542565	1.52886	-3.46319	-2.51591	-1.0552	0.0989013	5.61191	0.450653	1.59921	-2.58608	-2.3779	-0.882548	-0.013826	5.79894	0.339266	1.64619	-2.40684	-2.62984	-1.51707	0.513502	5.44576	0.615111	1.28364	-2.29527	-2.54889	-0.615517	0.622656	5.37916	0.66629	1.64883	-2.68429	-1.7218	-0.617134	0.192094	5.55018	-0.645791	-2.502720e+01	-1.082662e+04	-1.085165e+04
38700	1.54058	-1.16042	-1.67225	-0.63602	0.178547	6.41863	0.733534	0.0701604	0.119086	0.212472	0.179335	0.127106	0.997337	1.01062	0.499978	1.18903	-1.63081	-1.63182	-0.438476	0.959351	6.25052	0.493851	1.17147	-1.64272	-1.77849	-0.00728622	1.00596	6.50728	0.156102	0.790836	-2.12731	-1.08001	-0.461028	0.976389	5.67887	-0.164252	0.998661	-1.2065	-1.30904	-0.0811251	1.059	5.74197	-0.438339	0.99307	-1.29075	-1.94285	-0.366426	0.370885	6.34247	0.473943	0.916082	-1.98204	-1.60261	-1.17858	0.929	6.28415	-0.0831317	1.18041	-2.41188	-1.47498	-0.360513	0.855232	6.31466	0.0549425	1.2929	-1.41391	-1.67789	-0.161019	0.187171	6.10494	1.55228	1.17138	-1.65969	-1.49798	-0.0580284	-0.201445	6.63871	1.08195	1.25069	-1.42087	-1.96155	-0.286472	0.179289	6.32829	-0.346172	1.22283	-1.58913	-1.79511	-0.760974	0.97323	5.58136	-0.258979	1.37288	-1.12771	-1.78101	-0.113106	0.174533	6.30075	-0.283864	1.36337	-1.95873	-1.53202	-0.0045134	-0.0296138	5.53376	0.458147	1.07876	-1.39112	-1.75466	-0.60666	-0.539604	6.09389	0.463773	-4.286852e+01	-1.082694e+04	-1.086981e+04
38800	2.0574	-1.9161	-2.64271	-0.599578	0.934225	6.01712	0.409747	0.206467	0.262507	0.27101	0.424633	0.132601	0.550571	0.10051	0.49995	2.11443	-1.76263	-2.81214	-0.713995	0.488615	6.36124	0.193027	1.91927	-1.9852	-2.16958	-0.257449	0.76097	5.75555	0.137003	1.5524	-2.31656	-2.67369	-0.528198	0.645675	6.63211	0.377605	2.11988	-1.26513	-2.99815	-1.04864	1.03935	6.20225	-0.0323408	2.28662	-1.95181	-2.81586	-0.0348363	0.982976	6.56341	0.372218	1.65427	-2.0197	-2.51519	-1.18269	0.394903	6.59482	-0.636256	1.97023	-1.57181	-2.65198	-1.15027	0.891081	6.14235	-0.0828782	2.25624	-2.07174	-2.24093	-0.506401	0.690267	5.89436	0.62375	1.76902	-2.08196	-2.45419	-1.42367	0.129433	6.65498	0.522669	2.10444	-2.3497	-3.17169	-0.8407	1.60378	6.21975	0.726738	1.95601	-1.34039	-2.28427	-0.248297	0.57199	5.46845	0.608336	1.99136	-2.28822	-1.84937	-0.500157	0.80573	5.34945	0.740643	2.2731	-1.76138	-2.09122	-0.434842	0.407441	5.52989	0.690639	1.85123	-2.26503	-1.11417	-0.480965	0.371981	5.68821	0.463422	-3.858673e+01	-1.082753e+04	-1.086612e+04
38900	1.73348	-2.26237	-2.12328	-1.17434	-0.701767	6.10256	-0.368389	0.0809241	0.160542	0.0965413	0.331574	0.473307	0.334452	0.0823367	0.499922	1.98511	-3.03536	-2.17609	-1.13373	-0.4808	6.54279	-0.601713	1.97777	-3.71366	-2.8687	-1.57424	-0.747706	6.53331	-0.514957	2.11688	-3.394	-2.06812	-0.567514	-1.1318	5.87625	-0.458114	2.27826	-3.14934	-2.28445	-0.53112	-0.299273	5.96043	0.258031	1.96715	-2.83497	-2.17314	-1.01426	-0.765096	5.45505	-0.432868	2.10631	-3.00393	-2.43541	-1.48662	0.0058644	5.9928	-0.510994	2.13655	-2.77921	-2.35859	-1.6183	-1.23193	5.95732	-0.127011	2.07132	-2.58565	-2.0971	-1.20954	-1.81273	6.04675	0.318167	2.0766	-3.37689	-2.44117	-1.34633	-1.53503	5.97807	0.40427	2.22423	-2.62319	-1.93823	-0.829948	-0.704473	6.03028	0.866514	2.04041	-1.96794	-2.20006	-1.50184	-2.17507	6.46782	0.0405498	2.11747	-2.19462	-2.3925	-1.43891	-1.43456	5.39984	0.527887	2.01133	-3.12928	-1.90848	-1.84667	-1.42571	6.25835	0.602178	1.53269	-1.76152	-2.08172	-0.648423	-2.02138	5.66712	0.857681	-4.132712e+01	-1.082813e+04	-1.086946e+04
39000	0.800029	-2.27246	-2.98682	-0.293106	-1.78523	5.65513	-0.349208	0.106038	1.93122	0.101761	0.307357	0.156707	0.162756	0.224886	0.499977	0.787713	-2.83333	-3.29982	-0.0972647	-1.56322	5.616	-0.402803	0.666147	-1.66218	-3.24697	-1.18311	-1.44507	6.08465	-0.0147572	0.853049	-3.11881	-4.06706	-0.930459	-0.7439	5.54592	-0.41806	1.00133	-2.29769	-3.06312	-0.913896	-1.571	5.66269	-0.178678	1.08858	-1.10756	-2.9239	-0.624431	-1.16221	5.93244	0.597575	1.09442	-2.67995	-3.3973	-0.601825	-1.38329	5.86672	-0.494741	0.337485	-1.22704	-3.35289	-0.0220349	-1.15353	5.63028	0.24219	0.79666	-3.74408	-2.40693	-0.0820239	-1.9354	6.32699	-0.145836	0.195834	-6.78066	-2.86744	-0.140109	-2.2675	5.90718	-0.0657546	0.681579	-4.47562	-2.22027	-0.231946	-1.5573	5.91763	-0.339452	0.965158	-4.09221	-2.39441	-0.372868	-2.14395	5.47964	-0.606822	0.858335	-4.25582	-2.49813	-0.412106	-1.13827	6.24324	0.302326	0.253327	-3.02351	-1.82937	-0.339804	-1.96454	6.55765	-0.114271	0.502923	-2.46461	-2.31715	-0.0274325	-1.9085	6.49817	-0.445323	-5.166938e+01	-1.082695e+04	-1.087862e+04
